Id,Rank,Mark,Wind,URI_Name,Competitor,DOB,Nat,Pos,Venue,City,Country,Date,Result_Score,Event,Sex
4066,602,49.83,,Giacomo_Bertoncelli,Giacomo Bertoncelli,1999-03-19,ITA,7sf2,Stadio Olimpico,Roma,ITA,2024-06-10,1138,400_metres_hurdles,male
4067,602,49.83,,Nick_Smidt,Nick Smidt,1997-05-12,NED,5,Paavo Nurmen Stadion,Turku,FIN,2024-06-18,1138,400_metres_hurdles,male
4068,602,49.83,,Constantin_Preis,Constantin Preis,1998-05-16,GER,3,Eintracht-Stadion,Braunschweig,GER,2024-06-30,1138,400_metres_hurdles,male
4069,607,49.84,,Marc_Anthony_Ibrahim,Marc Anthony Ibrahim,2002-12-05,LBN,1,Suhaim bin Hamad Stadium,Doha,QAT,2024-05-10,1138,400_metres_hurdles,male
4070,607,49.84,,Jared_Mcalvey,Jared Mcalvey,2001-05-19,USA,1,Potts Field, Boulder,USA,2024-05-12,1138,400_metres_hurdles,male
4071,607,49.84,,Yuki_Morioka,Yuki Morioka,2003-12-16,JPN,2,National Stadium,Tokyo,JPN,2024-05-12,1138,400_metres_hurdles,male
4072,607,49.84,,Julien_Bonvin,Julien Bonvin,1999-01-10,SUI,4,Golęcin Stadion,Poznan,POL,2024-06-23,1138,400_metres_hurdles,male
4073,607,49.84,,Hiromu_Yamauchi,Hiromu Yamauchi,1999-08-24,JPN,4h1,Denka Big Swan Stadium,Niigata,JPN,2024-06-27,1138,400_metres_hurdles,male
4074,607,49.84,,Marc_Anthony_Ibrahim,Marc Anthony Ibrahim,2002-12-05,LBN,1,Camille Chamoun Sports City Stadium,Beirut,LBN,2024-06-30,1138,400_metres_hurdles,male
4075,607,49.84,,David_Kendziera,David Kendziera,1994-09-09,USA,7,Hayward Field, Eugene,USA,2024-06-30,1138,400_metres_hurdles,male
4076,607,49.84,,Tyri_Donovan,Tyri Donovan,1998-10-20,GBR,4,Manchester Regional Arena,Manchester,GBR,2024-06-30,1138,400_metres_hurdles,male
4077,607,49.84,,Sergio_Fernández,Sergio Fernández,1993-04-01,ESP,2f3,Centro Sportivo G. Olmo-P. Ferro,Celle Ligure,ITA,2024-07-17,1138,400_metres_hurdles,male
4078,607,49.84,,Shuta_Nakai,Shuta Nakai,2001-12-03,JPN,2f4,Ishin Me-Life Stadium,Yamaguchi,JPN,2024-09-23,1138,400_metres_hurdles,male
4079,617,49.85,,Jevon_Williams,Jevon Williams,2001-12-30,USA,1f1,Sam Bailey Track Stadium, Tuscaloosa,USA,2024-04-06,1137,400_metres_hurdles,male
4080,617,49.85,,Aldrich_Bailey_Jr,Aldrich Bailey Jr,1994-02-06,USA,1f1,Clyde Hart Track & Field Stadium, Waco,USA,2024-04-19,1137,400_metres_hurdles,male
4081,617,49.85,,Chris_Robinson,Chris Robinson,2001-02-19,USA,1h6,Un. of Kentucky Outdoor Track Facility, Lexington,USA,2024-05-22,1137,400_metres_hurdles,male
4082,620,49.86,,Eric_Cray,Eric Cray,1988-11-06,PHI,3f2,Hilmer Lodge Stadium, Walnut,USA,2024-04-20,1137,400_metres_hurdles,male
4083,620,49.86,,Jesús_David_Delgado,Jesús David Delgado,1999-06-17,ESP,1f1,Sollentunavallen,Sollentuna,SWE,2024-06-16,1137,400_metres_hurdles,male
4084,620,49.86,,Eric_Cray,Eric Cray,1988-11-06,PHI,,T. Robinson Stadium,Nassau,BAH,2024-06-28,1137,400_metres_hurdles,male
4085,623,49.87,,Jonathan_Frazier,Jonathan Frazier,2005-05-24,USA,2,Potts Field, Boulder,USA,2024-05-12,1136,400_metres_hurdles,male
4086,623,49.87,,Hiromu_Yamauchi,Hiromu Yamauchi,1999-08-24,JPN,1f2,Yanmar Stadium Nagai,Osaka,JPN,2024-05-12,1136,400_metres_hurdles,male
4087,623,49.87,,Hiromu_Yamauchi,Hiromu Yamauchi,1999-08-24,JPN,1f4,Yanmar Stadium Nagai,Osaka,JPN,2024-06-01,1136,400_metres_hurdles,male
4088,623,49.87,,Alex_Knibbs,Alex Knibbs,1999-04-26,GBR,1h1,Manchester Regional Arena,Manchester,GBR,2024-06-29,1136,400_metres_hurdles,male
4089,627,49.88,,Khallifah_Rosser,Khallifah Rosser,1995-07-13,USA,5,Suhaim bin Hamad Stadium,Doha,QAT,2024-05-10,1136,400_metres_hurdles,male
4090,627,49.88,,Dany_Brand,Dany Brand,1996-02-23,SUI,4f1,Bungertstadion,Rehlingen,GER,2024-05-19,1136,400_metres_hurdles,male
4091,627,49.88,,Emil_Agyekum,Emil Agyekum,1999-05-22,GER,4f2,Bungertstadion,Rehlingen,GER,2024-05-19,1136,400_metres_hurdles,male
4092,627,49.88,,Árpád_Bánóczy,Árpád Bánóczy,2002-08-28,HUN,3,Štadión SNP,Banská Bystrica,SVK,2024-05-24,1136,400_metres_hurdles,male
4093,627,49.88,,Ja'kwan_Hale,Ja'kwan Hale,,USA,3sf3,Hayward Field, Eugene,USA,2024-06-05,1136,400_metres_hurdles,male
4094,627,49.88,,Assinie_Wilson,Assinie Wilson,2002-04-10,JAM,2h2,National Stadium,Kingston,JAM,2024-06-27,1136,400_metres_hurdles,male
4095,627,49.88,,Daniel_Wright,Daniel Wright,2006-07-31,JAM,1,National Stadium,Kingston,JAM,2024-06-28,1136,400_metres_hurdles,male
4096,634,49.89,,Mikael_Antonio_De_Jesus,Mikael Antonio De Jesus,1997-08-19,POR,1h2,Pista de Atletismo da Universidade Federal do Mato Grosso,Cuiaba,BRA,2024-05-10,1135,400_metres_hurdles,male
4097,634,49.89,,Juander_Santos,Juander Santos,1995-05-07,DOM,5,Pista de Atletismo da Universidade Federal do Mato Grosso,Cuiaba,BRA,2024-05-11,1135,400_metres_hurdles,male
4098,634,49.89,,Aldrich_Bailey_Jr,Aldrich Bailey Jr,1994-02-06,USA,8,Drake Stadium, Los Angeles,USA,2024-05-18,1135,400_metres_hurdles,male
4099,634,49.89,,Demar_Murray,Demar Murray,1991-08-31,JAM,2,National Stadium,Kingston,JAM,2024-05-18,1135,400_metres_hurdles,male
4100,634,49.89,,Michal_Rada,Michal Rada,2007-05-25,CZE,1,Stadion Juliska,Praha,CZE,2024-06-03,1135,400_metres_hurdles,male
4101,634,49.89,,Daiki_Ogawa,Daiki Ogawa,2003-04-17,JPN,1,Lemon Gas Stadium,Hiratsuka,JPN,2024-06-16,1135,400_metres_hurdles,male
4102,634,49.89,,Masaki_Kanemoto,Masaki Kanemoto,2002-04-23,JPN,5sf3,Todoroki Stadium,Kawasaki,JPN,2024-09-21,1135,400_metres_hurdles,male
4103,641,49.9,,Thomas_Barr,Thomas Barr,1992-07-24,IRL,3,Centro Sportivo Fontanassa,Savona,ITA,2024-05-15,1135,400_metres_hurdles,male
4104,641,49.9,,Daiki_Ogawa,Daiki Ogawa,2003-04-17,JPN,1sf2,Lemon Gas Stadium,Hiratsuka,JPN,2024-06-15,1135,400_metres_hurdles,male
4105,641,49.9,,Efekemo_Okoro,Efekemo Okoro,1992-02-21,GBR,2f1,Alexander Stadium,Birmingham,GBR,2024-08-03,1135,400_metres_hurdles,male
4106,641,49.9,,Zhiyu_Xie,Zhiyu Xie,2000-03-24,CHN,8h2,Stade de France,Paris,FRA,2024-08-05,1135,400_metres_hurdles,male
4107,641,49.9,,Kiyoto_Yanagita,Kiyoto Yanagita,2004-10-13,JPN,3f2,Hokuroku Park Athletic Field,Fujiyoshida,JPN,2024-08-18,1135,400_metres_hurdles,male
4108,641,49.9,,Njabulo_Mbatha,Njabulo Mbatha,2007-04-24,RSA,1sf1,Estadio Atletico de la VIDENA,Lima,PER,2024-08-30,1135,400_metres_hurdles,male
4109,641,49.9,,Kunihiro_Okamura,Kunihiro Okamura,2000-06-25,JPN,2f2,Denka Big Swan Stadium,Niigata,JPN,2024-09-29,1135,400_metres_hurdles,male
4110,648,49.91,,Constantin_Preis,Constantin Preis,1998-05-16,GER,3f1,Estadio Iberoamericano,Huelva,ESP,2024-04-30,1134,400_metres_hurdles,male
4111,648,49.91,,Antti_Sainio,Antti Sainio,2005-05-17,FIN,1f2,Paavo Nurmen Stadion,Turku,FIN,2024-06-11,1134,400_metres_hurdles,male
4112,648,49.91,,Sabelo_Dhlamini,Sabelo Dhlamini,1995-01-17,RSA,2,Pilditch Stadium,Pretoria,RSA,2024-06-15,1134,400_metres_hurdles,male
4113,648,49.91,,Giacomo_Bertoncelli,Giacomo Bertoncelli,1999-03-19,ITA,5,Golęcin Stadion,Poznan,POL,2024-06-23,1134,400_metres_hurdles,male
4114,648,49.91,,Mimoun_Abdoul_Wahab,Mimoun Abdoul Wahab,2004-04-01,BEL,1h2,Stadium Municipal,Albi,FRA,2024-07-20,1134,400_metres_hurdles,male
4115,648,49.91,,Syota_Fuchigami,Syota Fuchigami,2005-10-10,JPN,2f1,Denka Big Swan Stadium,Niigata,JPN,2024-09-29,1134,400_metres_hurdles,male
4116,654,49.92,,Mikael_Antonio_De_Jesus,Mikael Antonio De Jesus,1997-08-19,POR,1,CNDA,Braganca Paulista,BRA,2024-04-07,1134,400_metres_hurdles,male
4117,654,49.92,,Syota_Fuchigami,Syota Fuchigami,2005-10-10,JPN,3,National Stadium,Tokyo,JPN,2024-05-12,1134,400_metres_hurdles,male
4118,654,49.92,,Moitalel_Mpoke,Moitalel Mpoke,2001-02-08,KEN,2,Nyayo National Stadium,Nairobi,KEN,2024-06-15,1134,400_metres_hurdles,male
4119,654,49.92,,Wiseman_Were_Mukhobe,Wiseman Were Mukhobe,1997-10-13,KEN,4,Stade Omnisport de JAPOMA,Douala,CMR,2024-06-23,1134,400_metres_hurdles,male
4120,654,49.92,,Efekemo_Okoro,Efekemo Okoro,1992-02-21,GBR,2f2,David Weir Leisure Centre,London,GBR,2024-07-05,1134,400_metres_hurdles,male
4121,654,49.92,,Fyodor_Ivanov,Fyodor Ivanov,2002-05-20,RUS,1h3,Kalininets Stadium,Yekaterinburg,RUS,2024-08-16,1134,400_metres_hurdles,male
4122,654,49.92,,Shuta_Nakai,Shuta Nakai,2001-12-03,JPN,3f2,Denka Big Swan Stadium,Niigata,JPN,2024-09-29,1134,400_metres_hurdles,male
4123,661,49.93,,Kaito_Tsutsue,Kaito Tsutsue,1998-07-02,JPN,1f2,Fukuoka University Stadium,Fukuoka,JPN,2024-03-30,1133,400_metres_hurdles,male
4124,661,49.93,,Jiahui_Song,Jiahui Song,2002-02-23,CHN,2,HOC Stadium,Hangzhou,CHN,2024-04-14,1133,400_metres_hurdles,male
4125,661,49.93,,Ja'qualon_Scott,Ja'qualon Scott,2001-08-02,USA,3sf2,Hayward Field, Eugene,USA,2024-06-05,1133,400_metres_hurdles,male
4126,661,49.93,,Kemorena_Tisang,Kemorena Tisang,1995-04-25,BOT,1h1,Stade Omnisport de JAPOMA,Douala,CMR,2024-06-22,1133,400_metres_hurdles,male
4127,661,49.93,,Khallifah_Rosser,Khallifah Rosser,1995-07-13,USA,2h2,Hayward Field, Eugene,USA,2024-06-27,1133,400_metres_hurdles,male
4128,661,49.93,,Soujiro_Moritaka,Soujiro Moritaka,2003-01-21,JPN,4h2,Denka Big Swan Stadium,Niigata,JPN,2024-06-27,1133,400_metres_hurdles,male
4129,661,49.93,,Saber_Boukemouche,Saber Boukemouche,1992-04-20,ALG,1f1,Stade Pierre Paul Bernard,Talence,FRA,2024-07-14,1133,400_metres_hurdles,male
4130,661,49.93,,Joshua_Faulds,Joshua Faulds,2000-03-07,GBR,3,Ryavallen,Borås,SWE,2024-08-21,1133,400_metres_hurdles,male
4131,669,49.94,,Oskar_Edlund,Oskar Edlund,2002-11-16,SWE,1,Mike A. Myers Stadium, Austin,USA,2024-03-29,1133,400_metres_hurdles,male
4132,669,49.94,,Le_Roux_Hamman,Le Roux Hamman,1992-01-06,RSA,1h2,Msunduzi Athletics Stadium,Pietermaritzburg,RSA,2024-04-18,1133,400_metres_hurdles,male
4133,669,49.94,,Krzysztof_Hołub,Krzysztof Hołub,2000-07-27,POL,4f1,Estadio Iberoamericano,Huelva,ESP,2024-04-30,1133,400_metres_hurdles,male
4134,669,49.94,,Shuta_Nakai,Shuta Nakai,2001-12-03,JPN,1f1,Prefectural Shizuoka Stadium,Fukuroi,JPN,2024-05-03,1133,400_metres_hurdles,male
4135,669,49.94,,Tshotlego_Frecky,Tshotlego Frecky,1996-05-30,BOT,3,National Stadium,Gaborone,BOT,2024-05-18,1133,400_metres_hurdles,male
4136,669,49.94,,Jabir_Madari_Palliyalil,Jabir Madari Palliyalil,1996-06-08,IND,1f1,Jawaharlal Nehru Stadium,Chennai,IND,2024-05-30,1133,400_metres_hurdles,male
4137,669,49.94,,Yuma_Takahashi,Yuma Takahashi,1995-12-15,JPN,2f4,Yanmar Stadium Nagai,Osaka,JPN,2024-06-01,1133,400_metres_hurdles,male
4138,669,49.94,,Sergio_Fernández,Sergio Fernández,1993-04-01,ESP,3f1,Stade d'Athletisme Pierre Voillequin,Troyes,FRA,2024-06-16,1133,400_metres_hurdles,male
4139,669,49.94,,Marc_Anthony_Ibrahim,Marc Anthony Ibrahim,2002-12-05,LBN,1,Suez Canal Authority Stadium,Ismailia,EGY,2024-07-08,1133,400_metres_hurdles,male
4140,678,49.95,,Árpád_Bánóczy,Árpád Bánóczy,2002-08-28,HUN,3h3,Stadio Olimpico,Roma,ITA,2024-06-09,1132,400_metres_hurdles,male
4141,678,49.95,,Julien_Bonvin,Julien Bonvin,1999-01-10,SUI,5sf1,Stadio Olimpico,Roma,ITA,2024-06-10,1132,400_metres_hurdles,male
4142,678,49.95,,Eric_Cray,Eric Cray,1988-11-06,PHI,1,Swangard Stadium,Burnaby,CAN,2024-06-15,1132,400_metres_hurdles,male
4143,681,49.96,,Jevon_Williams,Jevon Williams,2001-12-30,USA,2,LSU Bernie Moore Stadium, Baton Rouge,USA,2024-04-27,1132,400_metres_hurdles,male
4144,681,49.96,,Ryan_Fields,Ryan Fields,2000-09-08,USA,1f1,Cougar Athletic Stadium, Azusa,USA,2024-05-11,1132,400_metres_hurdles,male
4145,681,49.96,,Jian-rong_Chen,Jian-rong Chen,2003-04-16,TPE,1f1,Yanmar Stadium Nagai,Osaka,JPN,2024-05-12,1132,400_metres_hurdles,male
4146,681,49.96,,Tatsuhiro_Yamamoto,Tatsuhiro Yamamoto,1997-04-23,JPN,1f3,Prefectural Stadium,Kumagaya,JPN,2024-05-18,1132,400_metres_hurdles,male
4147,681,49.96,,Ja'qualon_Scott,Ja'qualon Scott,2001-08-02,USA,1h1,John McDonnell Field, Fayetteville,USA,2024-05-24,1132,400_metres_hurdles,male
4148,681,49.96,,Le_Roux_Hamman,Le Roux Hamman,1992-01-06,RSA,3,Pilditch Stadium,Pretoria,RSA,2024-06-15,1132,400_metres_hurdles,male
4149,681,49.96,,Tatsuhiro_Yamamoto,Tatsuhiro Yamamoto,1997-04-23,JPN,4,Lemon Gas Stadium,Hiratsuka,JPN,2024-07-20,1132,400_metres_hurdles,male
4150,688,49.97,,Lindukuhle_Gora,Lindukuhle Gora,2001-01-31,RSA,1h3,Msunduzi Athletics Stadium,Pietermaritzburg,RSA,2024-04-18,1131,400_metres_hurdles,male
4151,688,49.97,,Syota_Fuchigami,Syota Fuchigami,2005-10-10,JPN,1,,Dubai,UAE,2024-04-26,1131,400_metres_hurdles,male
4152,688,49.97,,Nick_Smidt,Nick Smidt,1997-05-12,NED,6,Suhaim bin Hamad Stadium,Doha,QAT,2024-05-10,1131,400_metres_hurdles,male
4153,688,49.97,,Tyri_Donovan,Tyri Donovan,1998-10-20,GBR,1,Loughborough University Track,Loughborough,GBR,2024-05-19,1131,400_metres_hurdles,male
4154,688,49.97,,Ryan_Matulonis,Ryan Matulonis,2004-12-13,USA,3sf3,Un. of Kentucky Outdoor Track Facility, Lexington,USA,2024-05-24,1131,400_metres_hurdles,male
4155,688,49.97,,Shareez_Hamm,Shareez Hamm,1998-05-17,USA,1,Emporia St. Francis G. Welch Stadium, Emporia,USA,2024-05-25,1131,400_metres_hurdles,male
4156,688,49.97,,Fyodor_Ivanov,Fyodor Ivanov,2002-05-20,RUS,1,Luzhniki North Arena,Moskva,RUS,2024-06-06,1131,400_metres_hurdles,male
4157,688,49.97,,Ryosuke_Takahashi,Ryosuke Takahashi,2003-06-20,JPN,1sf1,Lemon Gas Stadium,Hiratsuka,JPN,2024-06-15,1131,400_metres_hurdles,male
4158,696,49.98,,William_Spencer,William Spencer,2001-07-18,USA,3h2,Percy Beard Track, Gainesville,USA,2024-05-09,1131,400_metres_hurdles,male
4159,696,49.98,,Javed_Jones,Javed Jones,1999-12-21,JAM,2h6,Un. of Kentucky Outdoor Track Facility, Lexington,USA,2024-05-22,1131,400_metres_hurdles,male
4160,696,49.98,,Jonathan_Birchman,Jonathan Birchman,2001-11-27,USA,3h3,John McDonnell Field, Fayetteville,USA,2024-05-24,1131,400_metres_hurdles,male
4161,696,49.98,,Sergio_Fernández,Sergio Fernández,1993-04-01,ESP,4h3,Stadio Olimpico,Roma,ITA,2024-06-09,1131,400_metres_hurdles,male
4162,700,49.99,,Marc_Anthony_Ibrahim,Marc Anthony Ibrahim,2002-12-05,LBN,1f1,UJ Stadium,Johannesburg,RSA,2024-03-27,1130,400_metres_hurdles,male
4163,700,49.99,,Daviciea_Mccartney,Daviciea Mccartney,,USA,1,Hal Wing T&F, Orem,USA,2024-05-11,1130,400_metres_hurdles,male
4164,700,49.99,,Hugo_Menin,Hugo Menin,2001-01-03,FRA,2,Hal Wing T&F, Orem,USA,2024-05-11,1130,400_metres_hurdles,male
4165,700,49.99,,Wiseman_Were_Mukhobe,Wiseman Were Mukhobe,1997-10-13,KEN,1,Campo di Atletica,Asti,ITA,2024-05-23,1130,400_metres_hurdles,male
4166,700,49.99,,Vít_Muller,Vít Muller,1996-08-31,CZE,8,Mestský Stadion,Ostrava,CZE,2024-05-28,1130,400_metres_hurdles,male
4167,700,49.99,,Dany_Brand,Dany Brand,1996-02-23,SUI,5h3,Stadio Olimpico,Roma,ITA,2024-06-09,1130,400_metres_hurdles,male
4168,700,49.99,,Antti_Sainio,Antti Sainio,2005-05-17,FIN,1,Kaarlen kenttä,Vaasa,FIN,2024-06-30,1130,400_metres_hurdles,male
4169,700,49.99,,Constantin_Preis,Constantin Preis,1998-05-16,GER,8h4,Stade de France,Paris,FRA,2024-08-05,1130,400_metres_hurdles,male
4170,700,49.99,,Kiyoto_Yanagita,Kiyoto Yanagita,2004-10-13,JPN,6,Todoroki Stadium,Kawasaki,JPN,2024-09-22,1130,400_metres_hurdles,male
4171,709,50.0,,William_Spencer,William Spencer,2001-07-18,USA,3,LSU Bernie Moore Stadium, Baton Rouge,USA,2024-04-27,1130,400_metres_hurdles,male
4172,709,50.0,,Jonathan_Birchman,Jonathan Birchman,2001-11-27,USA,3,Potts Field, Boulder,USA,2024-05-12,1130,400_metres_hurdles,male
4173,709,50.0,,Mario_Lambrughi,Mario Lambrughi,1992-02-05,ITA,4,Centro Sportivo Fontanassa,Savona,ITA,2024-05-15,1130,400_metres_hurdles,male
4174,709,50.0,,Sam_Lunt,Sam Lunt,2005-10-23,GBR,2sf1,Estadio Atletico de la VIDENA,Lima,PER,2024-08-30,1130,400_metres_hurdles,male
4175,1,43.4,,Quincy_Hall,Quincy Hall,1998-07-31,USA,1,Stade de France,Paris,FRA,2024-08-07,1293,400_metres,male
4176,2,43.44,,Matthew_Hudson-smith,Matthew Hudson-smith,1994-10-26,GBR,2,Stade de France,Paris,FRA,2024-08-07,1291,400_metres,male
4177,3,43.74,,Matthew_Hudson-smith,Matthew Hudson-smith,1994-10-26,GBR,1,Olympic Stadium,London,GBR,2024-07-20,1269,400_metres,male
4178,3,43.74,,Muzala_Samukonga,Muzala Samukonga,2002-12-09,ZAM,3,Stade de France,Paris,FRA,2024-08-07,1269,400_metres,male
4179,5,43.78,,Kirani_James,Kirani James,1992-09-01,GRN,1sf2,Stade de France,Paris,FRA,2024-08-06,1266,400_metres,male
4180,5,43.78,,Jereem_Richards,Jereem Richards,1994-01-13,TTO,4,Stade de France,Paris,FRA,2024-08-07,1266,400_metres,male
4181,7,43.8,,Quincy_Hall,Quincy Hall,1998-07-31,USA,1,Stade Louis II,Monaco,MON,2024-07-12,1265,400_metres,male
4182,8,43.81,,Muzala_Samukonga,Muzala Samukonga,2002-12-09,ZAM,2sf2,Stade de France,Paris,FRA,2024-08-06,1264,400_metres,male
4183,9,43.87,,Kirani_James,Kirani James,1992-09-01,GRN,5,Stade de France,Paris,FRA,2024-08-07,1260,400_metres,male
4184,10,43.95,,Quincy_Hall,Quincy Hall,1998-07-31,USA,1sf1,Stade de France,Paris,FRA,2024-08-06,1254,400_metres,male
4185,11,43.96,,Matthew_Hudson-smith,Matthew Hudson-smith,1994-10-26,GBR,1,Stade Olympique de la Pontaise,Lausanne,SUI,2024-08-22,1253,400_metres,male
4186,12,43.99,,Muzala_Samukonga,Muzala Samukonga,2002-12-09,ZAM,1,Stadio Olimpico,Roma,ITA,2024-08-30,1251,400_metres,male
4187,13,44.05,,Christopher_Morales-williams,Christopher Morales-williams,2004-08-05,CAN,1,Percy Beard Track, Gainesville,USA,2024-05-11,1247,400_metres,male
4188,14,44.06,,Muzala_Samukonga,Muzala Samukonga,2002-12-09,ZAM,2,Stade Olympique de la Pontaise,Lausanne,SUI,2024-08-22,1246,400_metres,male
4189,15,44.07,,Matthew_Hudson-smith,Matthew Hudson-smith,1994-10-26,GBR,1,Bislett Stadion,Oslo,NOR,2024-05-30,1245,400_metres,male
4190,15,44.07,,Matthew_Hudson-smith,Matthew Hudson-smith,1994-10-26,GBR,1sf3,Stade de France,Paris,FRA,2024-08-06,1245,400_metres,male
4191,17,44.1,,Bayapo_Ndori,Bayapo Ndori,1999-06-20,BOT,1,Nyayo National Stadium,Nairobi,KEN,2024-04-20,1243,400_metres,male
4192,17,44.1,,Vernon_Norwood,Vernon Norwood,1992-04-10,USA,2,Olympic Stadium,London,GBR,2024-07-20,1243,400_metres,male
4193,17,44.1,,Michael_Norman,Michael Norman,1997-12-03,USA,1h2,Stade de France,Paris,FRA,2024-08-04,1243,400_metres,male
4194,20,44.15,,Alexander_Doom,Alexander Doom,1997-04-25,BEL,1,Stadio Olimpico,Roma,ITA,2024-06-10,1240,400_metres,male
4195,21,44.17,,Quincy_Hall,Quincy Hall,1998-07-31,USA,1,Hayward Field, Eugene,USA,2024-06-24,1238,400_metres,male
4196,22,44.18,,Jereem_Richards,Jereem Richards,1994-01-13,TTO,3,Olympic Stadium,London,GBR,2024-07-20,1237,400_metres,male
4197,23,44.2,,Quincy_Wilson,Quincy Wilson,2008-01-08,USA,1,Percy Beard Track, Gainesville,USA,2024-07-19,1236,400_metres,male
4198,24,44.21,,Michael_Norman,Michael Norman,1997-12-03,USA,1f1,Jack Kemp Stadium, Los Angeles,USA,2024-05-04,1235,400_metres,male
4199,25,44.22,,Busang_Collen_Kebinatshipi,Busang Collen Kebinatshipi,2004-02-13,BOT,3,Stade Olympique de la Pontaise,Lausanne,SUI,2024-08-22,1235,400_metres,male
4200,26,44.23,,Bryce_Deadmon,Bryce Deadmon,1997-03-26,USA,2,Percy Beard Track, Gainesville,USA,2024-07-19,1234,400_metres,male
4201,26,44.23,,Charles_Dobson,Charles Dobson,1999-10-20,GBR,4,Olympic Stadium,London,GBR,2024-07-20,1234,400_metres,male
4202,28,44.26,,Michael_Norman,Michael Norman,1997-12-03,USA,2sf3,Stade de France,Paris,FRA,2024-08-06,1232,400_metres,male
4203,29,44.28,,Quincy_Hall,Quincy Hall,1998-07-31,USA,1h4,Stade de France,Paris,FRA,2024-08-04,1230,400_metres,male
4204,30,44.29,,Letsile_Tebogo,Letsile Tebogo,2003-06-07,BOT,1f2,Bestmed Tuks Stadium,Pretoria,RSA,2024-03-18,1230,400_metres,male
4205,31,44.3,,Kirani_James,Kirani James,1992-09-01,GRN,2,Stadio Olimpico,Roma,ITA,2024-08-30,1229,400_metres,male
4206,32,44.31,,Lythe_Pillay,Lythe Pillay,2003-02-25,RSA,1,Msunduzi Athletics Stadium,Pietermaritzburg,RSA,2024-04-20,1228,400_metres,male
4207,32,44.31,,Jereem_Richards,Jereem Richards,1994-01-13,TTO,2h2,Stade de France,Paris,FRA,2024-08-04,1228,400_metres,male
4208,32,44.31,,Christopher_Bailey,Christopher Bailey,2000-05-29,USA,3sf2,Stade de France,Paris,FRA,2024-08-06,1228,400_metres,male
4209,35,44.33,,Jereem_Richards,Jereem Richards,1994-01-13,TTO,2sf1,Stade de France,Paris,FRA,2024-08-06,1227,400_metres,male
4210,36,44.34,,Vernon_Norwood,Vernon Norwood,1992-04-10,USA,2,Stade Louis II,Monaco,MON,2024-07-12,1226,400_metres,male
4211,37,44.37,,Bryce_Deadmon,Bryce Deadmon,1997-03-26,USA,4,Stade Olympique de la Pontaise,Lausanne,SUI,2024-08-22,1224,400_metres,male
4212,38,44.38,,Charles_Dobson,Charles Dobson,1999-10-20,GBR,2,Stadio Olimpico,Roma,ITA,2024-06-10,1223,400_metres,male
4213,38,44.38,,Kirani_James,Kirani James,1992-09-01,GRN,5,Olympic Stadium,London,GBR,2024-07-20,1223,400_metres,male
4214,40,44.39,,Steven_Gardiner,Steven Gardiner,1995-09-12,BAH,1,Mestský Stadion,Ostrava,CZE,2024-05-28,1223,400_metres,male
4215,41,44.41,,Bryce_Deadmon,Bryce Deadmon,1997-03-26,USA,2,Nyayo National Stadium,Nairobi,KEN,2024-04-20,1221,400_metres,male
4216,41,44.41,,Michael_Norman,Michael Norman,1997-12-03,USA,2,Hayward Field, Eugene,USA,2024-06-24,1221,400_metres,male
4217,41,44.41,,Samuel_Ogazi,Samuel Ogazi,2006-05-14,NGR,3sf3,Stade de France,Paris,FRA,2024-08-06,1221,400_metres,male
4218,44,44.42,,Rai_Benjamin,Rai Benjamin,1997-07-27,USA,1f2,Hilmer Lodge Stadium, Walnut,USA,2024-04-20,1220,400_metres,male
4219,44,44.42,,Christopher_Bailey,Christopher Bailey,2000-05-29,USA,1,Edwin Moses Track, Atlanta,USA,2024-05-31,1220,400_metres,male
4220,44,44.42,,Quincy_Hall,Quincy Hall,1998-07-31,USA,1sf1,Hayward Field, Eugene,USA,2024-06-23,1220,400_metres,male
4221,44,44.42,,Christopher_Bailey,Christopher Bailey,2000-05-29,USA,3,Hayward Field, Eugene,USA,2024-06-24,1220,400_metres,male
4222,48,44.43,,Busang_Collen_Kebinatshipi,Busang Collen Kebinatshipi,2004-02-13,BOT,3sf1,Stade de France,Paris,FRA,2024-08-06,1220,400_metres,male
4223,48,44.43,,Bayapo_Ndori,Bayapo Ndori,1999-06-20,BOT,4sf2,Stade de France,Paris,FRA,2024-08-06,1220,400_metres,male
4224,50,44.44,,Alexander_Doom,Alexander Doom,1997-04-25,BEL,2,Mestský Stadion,Ostrava,CZE,2024-05-28,1219,400_metres,male
4225,50,44.44,,Bryce_Deadmon,Bryce Deadmon,1997-03-26,USA,1sf2,Hayward Field, Eugene,USA,2024-06-23,1219,400_metres,male
4226,52,44.45,,Steven_Gardiner,Steven Gardiner,1995-09-12,BAH,1f1,LSU Bernie Moore Stadium, Baton Rouge,USA,2024-04-20,1218,400_metres,male
4227,52,44.45,,Busang_Collen_Kebinatshipi,Busang Collen Kebinatshipi,2004-02-13,BOT,3h2,Stade de France,Paris,FRA,2024-08-04,1218,400_metres,male
4228,54,44.46,,Charles_Dobson,Charles Dobson,1999-10-20,GBR,1,Centro Sportivo Fontanassa,Savona,ITA,2024-05-15,1218,400_metres,male
4229,55,44.47,,Christopher_Morales-williams,Christopher Morales-williams,2004-08-05,CAN,1,Hayward Field, Eugene,USA,2024-06-07,1217,400_metres,male
