"",Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
0,399,51.29,,Lurdes Gloria MANUEL,12 JUL 2005,CZE,1,"Estadio Atlético de la VIDENA, Lima (PER)",29 AUG 2024,1154
1,402,51.3,,Paola MORÁN,25 FEB 1997,MEX,3,"Edwin Moses Track, Atlanta, GA (USA)",31 MAY 2024,1154
2,402,51.3,,Amandine BROSSIER,15 AUG 1995,FRA,1h1,"Stadio Olimpico, Roma (ITA)",08 JUN 2024,1154
3,402,51.3,,Na'Asha ROBINSON,23 JAN 1997,USA,4h2,"Hayward Field, Eugene, OR (USA)",21 JUN 2024,1154
4,405,51.31,,Laviai NIELSEN,13 MAR 1996,GBR,3f1,"Arena, Toruń (POL) (i)",06 FEB 2024,1187
5,405,51.31,,Alexis HOLMES,28 JAN 2000,USA,1h3,"Convention Center, Albuquerque, NM (USA) (i)",16 FEB 2024,1187
6,405,51.31,,Lieke KLAVER,20 AUG 1998,NED,1h3,"Omnisport, Apeldoorn (NED) (i)",17 FEB 2024,1187
7,405,51.31,,Lieke KLAVER,20 AUG 1998,NED,1h2,"Glasgow Arena, Glasgow (GBR) (i)",01 MAR 2024,1187
8,409,51.32,,Kiah WILLIAMS,28 JUN 2002,USA,2f2,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1153
9,409,51.32,,Ella ONOJUVWEVWO,25 MAR 2005,NGR,2f3,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1153
10,409,51.32,,Michaela MOUTON,16 MAR 2005,USA,2f3,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",11 MAY 2024,1153
11,409,51.32,,Ella ONOJUVWEVWO,25 MAR 2005,NGR,1h2,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",23 MAY 2024,1153
12,409,51.32,,Nicole YEARGIN,11 AUG 1997,GBR,1f1,"Sollentunavallen, Sollentuna (SWE)",16 JUN 2024,1153
13,409,51.32,,Alexis HOLMES,28 JAN 2000,USA,1,"Centro Gabre Gabric, Brescia (ITA)",08 SEP 2024,1153
14,415,51.33,,Lieke KLAVER,20 AUG 1998,NED,1f2,"L'Anneau-Halle d'athlétisme de Metz, Metz (FRA) (i)",03 FEB 2024,1186
15,415,51.33,,JaMeesia FORD,26 JAN 2005,USA,1f1,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",09 FEB 2024,1186
16,415,51.33,,Zaya AKINS,30 AUG 2005,USA,3sf1,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1153
17,415,51.33,,Amandine BROSSIER,15 AUG 1995,FRA,1h3,"Stade Josette et Roger Mikulak, Angers (FRA)",28 JUN 2024,1153
18,415,51.33,,Modesta Justė MORAUSKAITĖ,02 OCT 1995,LTU,42,"Stade de France, Paris (FRA)",06 AUG 2024,1153
19,420,51.34,,Aaliyah BUTLER,05 NOV 2003,USA,2f11,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",27 JAN 2024,1186
20,420,51.34,,Alice MANGIONE,19 JAN 1997,ITA,3sf3,"Stadio Olimpico, Roma (ITA)",09 JUN 2024,1152
21,420,51.34,,Nicole YEARGIN,11 AUG 1997,GBR,4,"Manchester Regional Arena, Manchester (GBR)",30 JUN 2024,1152
22,423,51.35,,Nickisha PRYCE,07 MAR 2001,JAM,3f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",27 APR 2024,1152
23,423,51.35,,Anabel MEDINA VENTURA,15 DEC 1996,DOM,2,"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba (BRA)",11 MAY 2024,1152
24,423,51.35,,Shaquena FOOTE,23 JUL 2001,JAM,2pr6,"John McDonnell Field, Fayetteville, AR (USA)",23 MAY 2024,1152
25,423,51.35,,Jessica MCDOWELL,22 FEB 2001,USA,9,"Hayward Field, Eugene, OR (USA)",08 JUN 2024,1152
26,423,51.35,,Lauren GALE,01 JAN 2000,CAN,2,"Complexe Sportif Claude-Robillard, Montréal (CAN)",29 JUN 2024,1152
27,423,51.35,,Sharlene MAWDSLEY,10 AUG 1998,IRL,1f1,"Stadio Comunale, Bellinzona (SUI)",09 SEP 2024,1152
28,429,51.36,,Victoria OHURUOGU,28 FEB 1993,GBR,4f1,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1151
29,429,51.36,,Lurdes Gloria MANUEL,12 JUL 2005,CZE,1h2,"Stadio Olimpico, Roma (ITA)",08 JUN 2024,1151
30,429,51.36,,Sada WILLIAMS,01 DEC 1997,BAR,1,"Usain Bolt Complex, Bridgetown (BAR)",22 JUN 2024,1151
31,429,51.36,,Junelle BROMFIELD,08 FEB 1998,JAM,3h6,"Stade de France, Paris (FRA)",05 AUG 2024,1151
32,433,51.37,,Susanne GOGL-WALLI,05 MAY 1996,AUT,6,"Glasgow Arena, Glasgow (GBR) (i)",02 MAR 2024,1185
33,433,51.37,,Lauren GALE,01 JAN 2000,CAN,1f1,"Stadion, Lahti (FIN)",24 MAY 2024,1151
34,433,51.37,,Miranda Charlene COETZEE,14 NOV 1997,RSA,1h3,"Stade Omnisport de JAPOMA, Douala (CMR)",21 JUN 2024,1151
35,436,51.38,,Isabella WHITTAKER,15 FEB 2002,USA,1,"Weaver Stadium, Princeton, NJ (USA)",05 MAY 2024,1151
36,436,51.38,,Stacey Ann WILLIAMS,08 MAR 1999,JAM,5,"Drake Stadium, Los Angeles, CA (USA)",18 MAY 2024,1151
37,436,51.38,,Rachel JOSEPH,26 MAR 2004,USA,4h2,"John McDonnell Field, Fayetteville, AR (USA)",25 MAY 2024,1151
38,439,51.39,,Leah ANDERSON,01 DEC 1999,JAM,4h1,"National Stadium, Kingston (JAM)",29 JUN 2024,1150
39,439,51.39,,Sharlene MAWDSLEY,10 AUG 1998,IRL,4,"FBK Stadium, Hengelo (NED)",07 JUL 2024,1150
40,439,51.39,,Susanne GOGL-WALLI,05 MAY 1996,AUT,2f1,"Stadio Comunale, Bellinzona (SUI)",09 SEP 2024,1150
41,442,51.4,,Brianna WHITE,09 JUN 2002,USA,5sf3,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1150
42,442,51.4,,Polina TKALICH,09 JUN 2000,RUS,1h4,"Kalininets Stadium, Yekaterinburg (RUS)",15 AUG 2024,1150
43,444,51.41,,Andrea MIKLÓS,17 APR 1999,ROU,2f1,"L'Anneau-Halle d'athlétisme de Metz, Metz (FRA) (i)",03 FEB 2024,1183
44,444,51.41,,Lada VONDROVÁ,06 SEP 1999,CZE,1,"Atletická hala, Ostrava (CZE) (i)",18 FEB 2024,1183
45,444,51.41,,Jessica MCDOWELL,22 FEB 2001,USA,1f1,"Percy Beard Track, Gainesville, FL (USA)",30 MAR 2024,1149
46,444,51.41,,Shamier LITTLE,20 MAR 1995,USA,2,"Ansin Sports Complex, Miramar, FL (USA)",06 APR 2024,1149
47,444,51.41,,Michaela MOUTON,16 MAR 2005,USA,1f4,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1149
48,444,51.41,,Jessica MCDOWELL,22 FEB 2001,USA,2pr5,"John McDonnell Field, Fayetteville, AR (USA)",23 MAY 2024,1149
49,450,51.42,,Victoria OHURUOGU,28 FEB 1993,GBR,1f1,"Cougar Athletic Stadium, Azusa, CA (USA)",11 MAY 2024,1149
50,450,51.42,,Madeline PRICE,11 SEP 1995,CAN,4,"Alumni Stadium, Guelph (CAN)",04 JUN 2024,1149
51,450,51.42,,Jermaisha ARNOLD,05 FEB 2002,USA,3sf1,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1149
52,450,51.42,,Marika POPOWICZ-DRAPAŁA,28 APR 1988,POL,2,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",28 JUN 2024,1149
53,450,51.42,,Lurdes Gloria MANUEL,12 JUL 2005,CZE,8sf2,"Stade de France, Paris (FRA)",07 AUG 2024,1149
54,450,51.42,,Lieke KLAVER,20 AUG 1998,NED,3f1,"Stadio Comunale, Bellinzona (SUI)",09 SEP 2024,1149
55,456,51.43,,Susanne GOGL-WALLI,05 MAY 1996,AUT,2h2,"Glasgow Arena, Glasgow (GBR) (i)",01 MAR 2024,1182
56,456,51.43,,Sharlene MAWDSLEY,10 AUG 1998,IRL,1,"Centro Sportivo Fontanassa, Savona (ITA)",15 MAY 2024,1149
57,456,51.43,,Kimberly HARRIS,11 JUL 2002,USA,1h6,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",23 MAY 2024,1149
58,456,51.43,,Vimbayi MAISVOREVA,25 JAN 2000,ZIM,1sf3,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1149
59,456,51.43,,Zoe SHERAR,07 NOV 1999,CAN,34,"Stade de France, Paris (FRA)",06 AUG 2024,1149
60,461,51.44,,Laviai NIELSEN,13 MAR 1996,GBR,3sf2,"Glasgow Arena, Glasgow (GBR) (i)",01 MAR 2024,1182
61,461,51.44,,Lisanne DE WITTE,10 SEP 1992,NED,2f1,"Sollentunavallen, Sollentuna (SWE)",16 JUN 2024,1148
62,463,51.45,,Barbora MALÍKOVÁ,30 DEC 2001,CZE,5,"Mestský Stadion, Ostrava (CZE)",28 MAY 2024,1148
63,463,51.45,,Zoe SHERAR,07 NOV 1999,CAN,1h3,"Complexe Sportif Claude-Robillard, Montréal (CAN)",28 JUN 2024,1148
64,465,51.46,,Aaliyah BUTLER,05 NOV 2003,USA,2h2,"The Track at New Balance, Boston, MA (USA) (i)",08 MAR 2024,1181
65,465,51.46,,Gabby SCOTT,13 JAN 1997,PUR,2f1,"Boudewijnstadion, Bruxelles (BEL)",25 MAY 2024,1148
66,465,51.46,,Paola MORÁN,25 FEB 1997,MEX,1f1,"Pista de Atletismo del Parque Querétaro, Queretaro (MEX)",25 MAY 2024,1148
67,465,51.46,,Courtney OKOLO,15 MAR 1994,USA,4,"Percy Beard Track, Gainesville, FL (USA)",19 JUL 2024,1148
68,465,51.46,,Tereza PETRŽILKOVÁ,10 SEP 1993,CZE,41,"Stade de France, Paris (FRA)",06 AUG 2024,1148
69,465,51.46,,Helena PONETTE,03 FEB 2000,BEL,52,"Stade de France, Paris (FRA)",06 AUG 2024,1148
70,471,51.47,,Mary MORAA,15 JUN 2000,KEN,1h1,"Nyayo National Stadium, Nairobi (KEN)",05 MAR 2024,1147
71,471,51.47,,Laviai NIELSEN,13 MAR 1996,GBR,2f1,"Stadion Śląski, Chorzów (POL)",18 MAY 2024,1147
72,471,51.47,,Ellie BEER,03 JAN 2003,AUS,5h2,"Stade de France, Paris (FRA)",05 AUG 2024,1147
73,471,51.47,,Andrea MIKLÓS,17 APR 1999,ROU,1f1,"Wieslaw Maniak Municipal Athletic Stadium, Szczecin (POL)",28 AUG 2024,1147
74,475,51.48,,Henriette JÆGER,30 JUN 2003,NOR,4sf2,"Glasgow Arena, Glasgow (GBR) (i)",01 MAR 2024,1180
75,475,51.48,,Meleni RODNEY,27 JUN 1998,GRN,2f1,"Cougar Athletic Stadium, Azusa, CA (USA)",11 MAY 2024,1147
76,475,51.48,,Sada WILLIAMS,01 DEC 1997,BAR,6,"Drake Stadium, Los Angeles, CA (USA)",18 MAY 2024,1147
77,475,51.48,,Jan'Taijah JONES,15 MAR 2001,USA,1pr1,"John McDonnell Field, Fayetteville, AR (USA)",23 MAY 2024,1147
78,475,51.48,,Brittany BROWN,18 APR 1995,USA,2,"Centro Gabre Gabric, Brescia (ITA)",08 SEP 2024,1147
79,480,51.49,,Kaylyn BROWN,31 DEC 2004,USA,2f14,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",09 FEB 2024,1180
80,480,51.49,,Kiah WILLIAMS,28 JUN 2002,USA,3sf2,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1146
81,480,51.49,,Roxana GÓMEZ,07 JAN 1999,CUB,1f1,"Helmántico, Salamanca (ESP)",01 JUN 2024,1146
82,480,51.49,,Madison WHYTE,17 OCT 2004,USA,5sf2,"Hayward Field, Eugene, OR (USA)",22 JUN 2024,1146
83,480,51.49,,Victoria OHURUOGU,28 FEB 1993,GBR,1h1,"Manchester Regional Arena, Manchester (GBR)",29 JUN 2024,1146
84,485,51.5,,Kyra CONSTANTINE,01 AUG 1998,CAN,1,"Percy Beard Track, Gainesville, FL (USA)",30 MAR 2024,1146
85,485,51.5,,Michaela MOUTON,16 MAR 2005,USA,3sf2,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1146
86,485,51.5,,Lynna IRBY-JACKSON,06 DEC 1998,USA,4,"Boudewijnstadion, Bruxelles (BEL)",13 SEP 2024,1146
87,488,51.51,,Helena PONETTE,03 FEB 2000,BEL,3f1,"Boudewijnstadion, Bruxelles (BEL)",25 MAY 2024,1146
88,488,51.51,,Stephenie Ann MCPHERSON,25 NOV 1988,JAM,2f2,"Stadio G. Teghil, Lignano Sabbiadoro (ITA)",14 JUL 2024,1146
89,490,51.52,,Shirley NEKHUBUI,31 JUL 2000,RSA,1f1,"Pilditch Stadium, Pretoria (RSA)",18 MAY 2024,1145
90,490,51.52,,Kimberly HARRIS,11 JUL 2002,USA,4sf2,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1145
91,490,51.52,,Martina WEIL,12 JUL 1999,CHI,,"Boudewijnstadion, Bruxelles (BEL)",30 JUN 2024,1145
92,493,51.53,,Jyothika Sri DANDI,16 JUL 2000,IND,1f1,"Sree Kanteerava Outdoor Stadium, Bengaluru (IND)",12 JUN 2024,1145
93,494,51.54,,Laviai NIELSEN,13 MAR 1996,GBR,1,"Arena Birmingham, Birmingham (GBR) (i)",18 FEB 2024,1178
94,494,51.54,,Shamier LITTLE,20 MAR 1995,USA,1f3,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1144
95,494,51.54,,Kimberly HARRIS,11 JUL 2002,USA,2sf3,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1144
96,494,51.54,,Sophie BECKER,16 MAY 1997,IRL,4sf2,"Stadio Olimpico, Roma (ITA)",09 JUN 2024,1144
97,498,51.55,,Mary MORAA,15 JUN 2000,KEN,1sf2,"University of Ghana Sports Stadium, Accra (GHA)",19 MAR 2024,1144
98,498,51.55,,Kiah WILLIAMS,28 JUN 2002,USA,2f1,"Percy Beard Track, Gainesville, FL (USA)",30 MAR 2024,1144
99,498,51.55,,JaMeesia FORD,26 JAN 2005,USA,3h4,"Hayward Field, Eugene, OR (USA)",21 JUN 2024,1144
0,498,51.55,,Lauren LEWIS,08 JUN 2005,USA,6sf2,"Hayward Field, Eugene, OR (USA)",22 JUN 2024,1144
1,498,51.55,,Ashley WILLIAMS,25 OCT 1996,JAM,5,"National Stadium, Kingston (JAM)",30 JUN 2024,1144
2,498,51.55,,Aliyah ABRAMS,03 APR 1997,GUY,5h5,"Stade de France, Paris (FRA)",05 AUG 2024,1144
3,504,51.56,,Na'Asha ROBINSON,23 JAN 1997,USA,1f1,"Hilmer Lodge Stadium, Walnut, CA (USA)",20 APR 2024,1144
4,504,51.56,,Rachel JOSEPH,26 MAR 2004,USA,5sf2,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1144
5,504,51.56,,Quincy MALEKANI,15 MAR 1995,ZAM,2,"Stade Omnisport de JAPOMA, Douala (CMR)",23 JUN 2024,1144
6,507,51.57,,Henriette JÆGER,30 JUN 2003,NOR,2f1,"Atletická hala, Ostrava (CZE) (i)",30 JAN 2024,1177
7,507,51.57,,Polina TKALICH,09 JUN 2000,RUS,f1,"Olimpiyets, Mogilyov (BLR) (i)",17 FEB 2024,1177
8,507,51.57,,Ziyah HOLMAN,01 MAR 2002,USA,3h3,"John McDonnell Field, Fayetteville, AR (USA)",25 MAY 2024,1143
9,507,51.57,,Talitha DIGGS,22 AUG 2002,USA,3h1,"Hayward Field, Eugene, OR (USA)",21 JUN 2024,1143
10,507,51.57,,Alice MANGIONE,19 JAN 1997,ITA,1,"Campo Montagna, La Spezia (ITA)",30 JUN 2024,1143
11,512,51.58,,Nickisha PRYCE,07 MAR 2001,JAM,1f9,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",27 JAN 2024,1176
12,512,51.58,,Rosey EFFIONG,08 MAY 2001,USA,1f10,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",27 JAN 2024,1176
13,512,51.58,,Kaylyn BROWN,31 DEC 2004,USA,1h6,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",23 FEB 2024,1176
14,512,51.58,,Brianna WHITE,09 JUN 2002,USA,1h5,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",23 MAY 2024,1143
15,512,51.58,,Madeline PRICE,11 SEP 1995,CAN,3,"Foote Field, Edmonton (CAN)",13 JUN 2024,1143
16,512,51.58,,Jermaisha ARNOLD,05 FEB 2002,USA,7sf2,"Hayward Field, Eugene, OR (USA)",22 JUN 2024,1143
17,512,51.58,,Giulia SENN,19 DEC 2001,SUI,1,"Stadion Deutweg, Winterthur (SUI)",29 JUN 2024,1143
18,512,51.58,,Charokee YOUNG,21 AUG 2000,JAM,1h2,"National Stadium, Kingston (JAM)",29 JUN 2024,1143
19,512,51.58,,Jodie WILLIAMS,28 SEP 1993,GBR,5,"Manchester Regional Arena, Manchester (GBR)",30 JUN 2024,1143
20,512,51.58,,Miranda Charlene COETZEE,14 NOV 1997,RSA,4h6,"Stade de France, Paris (FRA)",05 AUG 2024,1143
21,512,51.58,,Amandine BROSSIER,15 AUG 1995,FRA,6,"Stadio Quercia, Rovereto (ITA)",31 AUG 2024,1143
22,523,51.59,,Jan'Taijah JONES,15 MAR 2001,USA,3f1,"Percy Beard Track, Gainesville, FL (USA)",30 MAR 2024,1142
23,523,51.59,,Ellie BEER,03 JAN 2003,AUS,1,"SA Athletic Stadium, Adelaide (AUS)",13 APR 2024,1142
24,523,51.59,,Charokee YOUNG,21 AUG 2000,JAM,4f2,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1142
25,523,51.59,,Paola MORÁN,25 FEB 1997,MEX,1,"Centro Deportivo Olímpico Mexicano, Ciudad de México (MEX)",18 MAY 2024,1142
26,523,51.59,,Naomi VAN DEN BROECK,03 JAN 1996,BEL,4f1,"Boudewijnstadion, Bruxelles (BEL)",25 MAY 2024,1142
27,523,51.59,,Sharlene MAWDSLEY,10 AUG 1998,IRL,8,"Stadio Olimpico, Roma (ITA)",10 JUN 2024,1142
28,523,51.59,,Jan'Taijah JONES,15 MAR 2001,USA,4h5,"Hayward Field, Eugene, OR (USA)",21 JUN 2024,1142
29,523,51.59,,Hanna MIKHAILAVA,29 MAR 1998,BLR,,"Kalininets Stadium, Yekaterinburg (RUS)",17 AUG 2024,1142
30,531,51.6,,JaMeesia FORD,26 JAN 2005,USA,1f1,"The Track at New Balance, Boston, MA (USA) (i)",20 JAN 2024,1176
31,531,51.6,,Rachel JOSEPH,26 MAR 2004,USA,3f3,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",11 MAY 2024,1142
32,531,51.6,,Yemi Mary JOHN,03 MAY 2003,GBR,4h3,"John McDonnell Field, Fayetteville, AR (USA)",25 MAY 2024,1142
33,531,51.6,,Hanna MIKHAILAVA,29 MAR 1998,BLR,1,"Dinamo National Olympic Stadium, Minsk (BLR)",28 JUN 2024,1142
34,531,51.6,,Yemi Mary JOHN,03 MAY 2003,GBR,2h1,"Manchester Regional Arena, Manchester (GBR)",29 JUN 2024,1142
35,531,51.6,,Lisanne DE WITTE,10 SEP 1992,NED,4f1,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 JUL 2024,1142
36,531,51.6,,Alice MANGIONE,19 JAN 1997,ITA,5h3,"Stade de France, Paris (FRA)",05 AUG 2024,1142
37,531,51.6,,Miranda Charlene COETZEE,14 NOV 1997,RSA,8sf3,"Stade de France, Paris (FRA)",07 AUG 2024,1142
38,539,51.61,,Polina TKALICH,09 JUN 2000,RUS,1f2,"MGSU Sports Arena, Moskva (RUS) (i)",03 FEB 2024,1175
39,539,51.61,,Esther Elo JOSEPH,04 APR 2003,NGR,2,"University of Ghana Sports Stadium, Accra (GHA)",20 MAR 2024,1142
40,539,51.61,,Amandine BROSSIER,15 AUG 1995,FRA,1f1,"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",27 APR 2024,1142
41,539,51.61,,Keely HODGKINSON,03 MAR 2002,GBR,2,"Centro Sportivo Fontanassa, Savona (ITA)",15 MAY 2024,1142
42,539,51.61,,Roxana GÓMEZ,07 JAN 1999,CUB,1,"Estadio Panamericano, La Habana (CUB)",17 MAY 2024,1142
43,539,51.61,,Victoria OHURUOGU,28 FEB 1993,GBR,8,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1142
44,539,51.61,,Ellie BEER,03 JAN 2003,AUS,5f1,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 JUL 2024,1142
45,546,51.62,,Aaliyah BUTLER,05 NOV 2003,USA,1h1,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",23 FEB 2024,1175
46,546,51.62,,Naomi VAN DEN BROECK,03 JAN 1996,BEL,2f1,"Ergilio Hato Stadion, Willemstad (AHO)",28 APR 2024,1141
47,546,51.62,,Kiah WILLIAMS,28 JUN 2002,USA,2h6,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",23 MAY 2024,1141
48,546,51.62,,Javonya VALCOURT,08 DEC 2004,BAH,3sf3,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1141
49,546,51.62,,Justyna ŚWIĘTY-ERSETIC,03 DEC 1992,POL,4,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",20 JUN 2024,1141
50,546,51.62,,Shaquena FOOTE,23 JUL 2001,JAM,2h2,"National Stadium, Kingston (JAM)",29 JUN 2024,1141
51,552,51.63,,Zoe SHERAR,07 NOV 1999,CAN,3,"Ansin Sports Complex, Miramar, FL (USA)",06 APR 2024,1141
52,552,51.63,,Rachel JOSEPH,26 MAR 2004,USA,2f5,"John McDonnell Field, Fayetteville, AR (USA)",19 APR 2024,1141
53,552,51.63,,Kemi ADEKOYA,16 JAN 1993,BRN,1,"Nyayo National Stadium, Nairobi (KEN)",20 APR 2024,1141
54,552,51.63,,Eileen DEMES,13 OCT 1997,GER,1f1,"Mommsenstadion, Berlin (GER)",26 JUL 2024,1141
55,556,51.64,,Aaliyah BUTLER,05 NOV 2003,USA,2f1,"The Track at New Balance, Boston, MA (USA) (i)",09 MAR 2024,1174
56,556,51.64,,Zoe SHERAR,07 NOV 1999,CAN,2,"Percy Beard Track, Gainesville, FL (USA)",30 MAR 2024,1140
57,556,51.64,,Aaliyah PYATT,,USA,3h1,"Percy Beard Track, Gainesville, FL (USA)",10 MAY 2024,1140
58,556,51.64,,Talitha DIGGS,22 AUG 2002,USA,4,"Edwin Moses Track, Atlanta, GA (USA)",31 MAY 2024,1140
59,556,51.64,,Aaliyah BUTLER,05 NOV 2003,USA,4sf1,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1140
60,556,51.64,,Nicole YEARGIN,11 AUG 1997,GBR,2,"Olympic Stadium, London (GBR)",20 JUL 2024,1140
61,562,51.65,,Rosey EFFIONG,08 MAY 2001,USA,1f15,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",09 FEB 2024,1174
62,562,51.65,,Nicole CAICEDO,02 SEP 2000,ECU,3,"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba (BRA)",11 MAY 2024,1140
63,562,51.65,,Polina TKALICH,09 JUN 2000,RUS,1f2,"Luzhniki North Arena, Moskva (RUS)",06 JUN 2024,1140
64,562,51.65,,Helena PONETTE,03 FEB 2000,BEL,4sf3,"Stadio Olimpico, Roma (ITA)",09 JUN 2024,1140
65,562,51.65,,Na'Asha ROBINSON,23 JAN 1997,USA,6sf3,"Hayward Field, Eugene, OR (USA)",22 JUN 2024,1140
66,562,51.65,,Andrenette KNIGHT,19 NOV 1996,JAM,6,"National Stadium, Kingston (JAM)",30 JUN 2024,1140
67,562,51.65,,Courtney OKOLO,15 MAR 1994,USA,4,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",12 JUL 2024,1140
68,562,51.65,,Ella ONOJUVWEVWO,25 MAR 2005,NGR,6h3,"Stade de France, Paris (FRA)",05 AUG 2024,1140
69,562,51.65,,Ellie BEER,03 JAN 2003,AUS,43,"Stade de France, Paris (FRA)",06 AUG 2024,1140
70,562,51.65,,Andrea MIKLÓS,17 APR 1999,ROU,3,"Centro Gabre Gabric, Brescia (ITA)",08 SEP 2024,1140
71,572,51.66,,Skyler FRANKLIN,24 JUL 2007,USA,1f1,"UMiami Cobb Stadium, Coral Gables, FL (USA)",06 APR 2024,1140
72,572,51.66,,Lurdes Gloria MANUEL,12 JUL 2005,CZE,2f1,"Mestský Stadion Sletište, Kladno (CZE)",22 MAY 2024,1140
73,574,51.67,,Amandine BROSSIER,15 AUG 1995,FRA,2f2,"L'Anneau-Halle d'athlétisme de Metz, Metz (FRA) (i)",03 FEB 2024,1173
74,574,51.67,,Lanae-Tava THOMAS,28 JAN 2001,JAM,2f1,"Convention Center, Albuquerque, NM (USA) (i)",03 FEB 2024,1173
75,574,51.67,,Savannah SUTHERLAND,07 AUG 2003,CAN,1f2,"SPIRE Institute Indoor Track & Field Facility, Geneva, OH (USA) (i)",24 FEB 2024,1139
76,574,51.67,,Victoria OHURUOGU,28 FEB 1993,GBR,3f2,"Hilmer Lodge Stadium, Walnut, CA (USA)",20 APR 2024,1139
77,574,51.67,,Yemi Mary JOHN,03 MAY 2003,GBR,3f2,"Hilmer Lodge Stadium, Walnut, CA (USA)",20 APR 2024,1139
78,574,51.67,,Victoria OHURUOGU,28 FEB 1993,GBR,7,"Drake Stadium, Los Angeles, CA (USA)",18 MAY 2024,1139
79,574,51.67,,Leah ANDERSON,01 DEC 1999,JAM,1f1,"Dean A. Hayes Track and Soccer Stadium, Murfreesboro, TN (USA)",01 JUN 2024,1139
80,574,51.67,,Ama PIPI,26 NOV 1995,GBR,5,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",20 JUN 2024,1139
81,582,51.68,,Aaliyah BUTLER,05 NOV 2003,USA,1h1,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",23 MAY 2024,1139
82,582,51.68,,Naomi VAN DEN BROECK,03 JAN 1996,BEL,1,"Stadion De Veen, Heusden-Zolder (BEL)",15 JUN 2024,1139
83,582,51.68,,Blanca HERVAS,30 SEP 2002,ESP,1f2,"Estadio Vallehermoso, Madrid (ESP)",21 JUN 2024,1139
84,582,51.68,,Lina Esther LICONA TORRES,01 OCT 1998,COL,1,"Pedro Grajales, Cali (COL)",29 JUN 2024,1139
85,582,51.68,,Berta SEGURA,06 JUN 2003,ESP,1,"Estadi Olímpic Camilo Cano, La Nucia (ESP)",29 JUN 2024,1139
86,587,51.69,,Isabella WHITTAKER,15 FEB 2002,USA,1f1,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",27 JAN 2024,1172
87,587,51.69,,Amandine BROSSIER,15 AUG 1995,FRA,1,"Stadium Miramas Métropole, Miramas (FRA) (i)",18 FEB 2024,1172
88,587,51.69,,Javonya VALCOURT,08 DEC 2004,BAH,1f1,"Tom Black Track at LaPorte Stadium, Knoxville, TN (USA)",06 APR 2024,1139
89,587,51.69,,Anna POLINARI,07 FEB 1999,ITA,1f4,"Boudewijnstadion, Bruxelles (BEL)",25 MAY 2024,1139
90,587,51.69,,Henriette JÆGER,30 JUN 2003,NOR,1,"Sandnes Stadion, Sandnes (NOR)",28 JUN 2024,1139
