"",Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
81,378,12.83,1.2,Crystal MORRISON,06 FEB 2002,JAM,1,"Stade Pierre de Coubertin, Montgeron (FRA)",19 MAY 2024,1173
82,378,12.83,0.6,Ditaji KAMBUNDJI,20 MAY 2002,SUI,2h2,"Mestský Stadion, Ostrava (CZE)",28 MAY 2024,1173
83,378,12.83,0.5,Michelle HARRISON,06 DEC 1992,CAN,2,"Alumni Stadium, Guelph (CAN)",04 JUN 2024,1173
84,378,12.83,0.8,Shani'a BELLAMY,02 FEB 2002,USA,5sf1,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1173
85,378,12.83,0.1,Viktória FORSTER,08 APR 2002,SVK,3sf3,"Stadio Olimpico, Roma (ITA)",08 JUN 2024,1173
86,378,12.83,0.7,Alia ARMSTRONG,28 DEC 2000,USA,1,"Swangard Stadium, Burnaby (CAN)",15 JUN 2024,1173
87,378,12.83,0.6,Charisma TAYLOR,03 SEP 1999,BAH,2,"The Bahamas National Stadium, Nassau (BAH)",16 JUN 2024,1173
88,378,12.83,1.1,Sarah LAVIN,28 MAY 1994,IRL,3h1,"Paavo Nurmen Stadion, Turku (FIN)",18 JUN 2024,1173
89,378,12.83,1.0,Laeticia BAPTÉ,08 FEB 1999,FRA,2h1,"Centre sportif Bout-du-Monde, Genève (SUI)",22 JUN 2024,1173
90,378,12.83,1.7,Alexandra WEBSTER,24 MAR 2002,USA,3h1,"Hayward Field, Eugene, OR (USA)",28 JUN 2024,1173
91,378,12.83,-0.5,Mariam ABDUL-RASHID,21 SEP 1997,CAN,1,"Complexe Sportif Claude-Robillard, Montréal (CAN)",29 JUN 2024,1176
92,378,12.83,1.0,Rayniah JONES,28 SEP 2001,USA,3sf2,"Hayward Field, Eugene, OR (USA)",29 JUN 2024,1173
93,378,12.83,0.5,Destiny HUVEN,10 MAR 2001,USA,4sf3,"Hayward Field, Eugene, OR (USA)",29 JUN 2024,1173
94,378,12.83,-0.6,Janeek BROWN,14 MAY 1998,JAM,3h2,"National Stadium, Kingston (JAM)",29 JUN 2024,1176
95,378,12.83,1.4,Viktória FORSTER,08 APR 2002,SVK,1,"Štadión SNP, Banská Bystrica (SVK)",30 JUN 2024,1173
96,378,12.83,1.8,Sarah LAVIN,28 MAY 1994,IRL,1f2,"Munster Technological University Track, Cork (IRL)",09 JUL 2024,1173
97,378,12.83,0.9,Cyréna SAMBA-MAYELA,31 OCT 2000,FRA,1h3,"Stade Jean Jacoby, Schifflange (LUX)",21 JUL 2024,1173
98,378,12.83,0.4,Maribel Vanessa CAICEDO,01 APR 1998,ECU,22,"Stade de France, Paris (FRA)",08 AUG 2024,1173
99,378,12.83,0.4,Reetta HURSKE,15 MAY 1995,FIN,32,"Stade de France, Paris (FRA)",08 AUG 2024,1173
0,378,12.83,1.9,Yumi TANAKA,15 DEC 1998,JPN,2f2,"Ishin Me-Life Stadium, Yamaguchi (JPN)",23 SEP 2024,1173
1,402,12.84,0.9,Aasia LAURENCIN,01 SEP 2002,USA,1f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",30 MAR 2024,1171
2,402,12.84,1.8,Alia ARMSTRONG,28 DEC 2000,USA,5f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",27 APR 2024,1171
3,402,12.84,2.0,Ebony MORRISON,28 DEC 1994,LBR,1,"Stade L. Achille, Fort-de-France (FRA)",18 MAY 2024,1171
4,402,12.84,0.6,Leah PHILLIPS,14 AUG 2002,USA,1sf2,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1171
5,402,12.84,0.7,Nia ALI,23 OCT 1988,USA,1h2,"Taipei Municipal Stadium, Taipei City (TPE)",01 JUN 2024,1171
6,402,12.84,0.8,Reetta HURSKE,15 MAY 1995,FIN,6,"Stadio Olimpico, Roma (ITA)",08 JUN 2024,1171
7,402,12.84,0.1,Klaudia WOJTUNIK,15 MAY 1999,POL,3sf1,"Stadio Olimpico, Roma (ITA)",08 JUN 2024,1171
8,402,12.84,1.9,Reetta HURSKE,15 MAY 1995,FIN,2h2,"Paavo Nurmen Stadion, Turku (FIN)",18 JUN 2024,1171
9,402,12.84,0.1,Aasia LAURENCIN,01 SEP 2002,USA,3h3,"Hayward Field, Eugene, OR (USA)",28 JUN 2024,1171
10,402,12.84,-1.1,Elvira HRABARENKA,09 JAN 1997,BLR,1,"Dinamo National Olympic Stadium, Minsk (BLR)",28 JUN 2024,1177
11,402,12.84,1.0,Alexandra WEBSTER,24 MAR 2002,USA,4sf2,"Hayward Field, Eugene, OR (USA)",29 JUN 2024,1171
12,402,12.84,1.6,Liz CLAY,09 MAY 1995,AUS,7,"FBK Stadium, Hengelo (NED)",07 JUL 2024,1171
13,402,12.84,1.6,Saara KESKITALO,03 JUL 2000,FIN,2,"Keskusurheilukenttä, Joensuu (FIN)",20 JUL 2024,1171
14,402,12.84,-0.1,Janeek BROWN,14 MAY 1998,JAM,3h1,"Stade de France, Paris (FRA)",07 AUG 2024,1171
15,416,12.85,1.8,Charisma TAYLOR,03 SEP 1999,BAH,3h2,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1170
16,416,12.85,1.6,Shani'a BELLAMY,02 FEB 2002,USA,2h3,"Percy Beard Track, Gainesville, FL (USA)",10 MAY 2024,1170
17,416,12.85,1.1,Reetta HURSKE,15 MAY 1995,FIN,2f1,"Stadion Śląski, Chorzów (POL)",18 MAY 2024,1170
18,416,12.85,2.0,Paula SALMON,13 MAY 1999,USA,2,"Stade L. Achille, Fort-de-France (FRA)",18 MAY 2024,1170
19,416,12.85,-1.0,Talie BONDS,02 OCT 1998,USA,5,"Drake Stadium, Los Angeles, CA (USA)",18 MAY 2024,1176
20,416,12.85,1.9,Micaela Rosa DE MELLO,07 MAR 2000,BRA,1pr1,"John McDonnell Field, Fayetteville, AR (USA)",23 MAY 2024,1170
21,416,12.85,1.4,Michelle HARRISON,06 DEC 1992,CAN,1h1,"Alumni Stadium, Guelph (CAN)",04 JUN 2024,1170
22,416,12.85,-0.5,Destiny HUVEN,10 MAR 2001,USA,5,"Hayward Field, Eugene, OR (USA)",08 JUN 2024,1173
23,416,12.85,-0.6,Pia SKRZYSZOWSKA,20 APR 2001,POL,1h2,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",28 JUN 2024,1173
24,416,12.85,0.8,Amber HUGHES,23 SEP 1994,USA,5sf1,"Hayward Field, Eugene, OR (USA)",29 JUN 2024,1170
25,416,12.85,-0.6,Mako FUKUBE,28 OCT 1995,JPN,1h3,"Denka Big Swan Stadium, Niigata (JPN)",29 JUN 2024,1173
26,416,12.85,-0.3,Yumi TANAKA,15 DEC 1998,JPN,1sf2,"Denka Big Swan Stadium, Niigata (JPN)",29 JUN 2024,1171
27,416,12.85,-1.8,Cindy SEMBER,05 AUG 1994,GBR,1,"Manchester Regional Arena, Manchester (GBR)",29 JUN 2024,1180
28,416,12.85,0.7,Talie BONDS,02 OCT 1998,USA,8,"Hayward Field, Eugene, OR (USA)",30 JUN 2024,1170
29,416,12.85,1.5,Sidonie FIADANANTSOA,30 APR 1999,MAD,7h1,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 JUL 2024,1170
30,416,12.85,0.3,Cyréna SAMBA-MAYELA,31 OCT 2000,FRA,3f2,"Stadion Allmend, Luzern (SUI)",16 JUL 2024,1170
31,416,12.85,0.9,Kerrica HILL,06 MAR 2005,JAM,2h3,"Stade Jean Jacoby, Schifflange (LUX)",21 JUL 2024,1170
32,416,12.85,-0.1,Elvira HRABARENKA,09 JAN 1997,BLR,1,"Regional Sport Complex, Brest (BLR)",02 AUG 2024,1170
33,416,12.85,-0.1,Mako FUKUBE,28 OCT 1995,JPN,4h1,"Stade de France, Paris (FRA)",07 AUG 2024,1170
34,416,12.85,-0.3,Maribel Vanessa CAICEDO,01 APR 1998,ECU,5h1,"Stadion Śląski, Chorzów (POL)",25 AUG 2024,1171
35,436,12.86,-0.1,Nia ALI,23 OCT 1988,USA,1f1,"UMiami Cobb Stadium, Coral Gables, FL (USA)",23 MAR 2024,1169
36,436,12.86,-0.4,Jasmine JONES,30 NOV 2001,USA,2f1,"Jack Kemp Stadium, Los Angeles, CA (USA)",04 MAY 2024,1171
37,436,12.86,0.8,Leah PHILLIPS,14 AUG 2002,USA,3,"Percy Beard Track, Gainesville, FL (USA)",11 MAY 2024,1169
38,436,12.86,-2.4,Jasmine JONES,30 NOV 2001,USA,1,"Potts Field, Boulder, CO (USA)",12 MAY 2024,1183
39,436,12.86,0.2,Yanni WU,28 JUL 1997,CHN,1,"Yanmar Stadium Nagai, Osaka (JPN)",12 MAY 2024,1169
40,436,12.86,2.0,Sidonie FIADANANTSOA,30 APR 1999,MAD,3,"Stade L. Achille, Fort-de-France (FRA)",18 MAY 2024,1169
41,436,12.86,0.6,Shani'a BELLAMY,02 FEB 2002,USA,2sf2,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1169
42,436,12.86,-0.6,Nadine VISSER,09 FEB 1995,NED,3,"Mestský Stadion, Ostrava (CZE)",28 MAY 2024,1172
43,436,12.86,1.1,Oneka WILSON,09 JUN 2003,JAM,3sf3,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1169
44,436,12.86,-0.1,Elvira HRABARENKA,09 JAN 1997,BLR,1,"Luzhniki North Arena, Moskva (RUS)",06 JUN 2024,1169
45,436,12.86,-0.5,Aasia LAURENCIN,01 SEP 2002,USA,6,"Hayward Field, Eugene, OR (USA)",08 JUN 2024,1172
46,436,12.86,-0.6,Amoi BROWN,11 JAN 1999,JAM,4h2,"National Stadium, Kingston (JAM)",29 JUN 2024,1172
47,436,12.86,-0.2,Mako FUKUBE,28 OCT 1995,JPN,1,"Denka Big Swan Stadium, Niigata (JPN)",30 JUN 2024,1170
48,436,12.86,-1.2,Denisha CARTWRIGHT,28 DEC 1999,BAH,3h1,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",12 JUL 2024,1176
49,436,12.86,0.8,Amber HUGHES,23 SEP 1994,USA,2,"Stadion Allmend, Luzern (SUI)",16 JUL 2024,1169
50,436,12.86,-0.2,Lotta HARALA,26 MAR 1992,FIN,13,"Stade de France, Paris (FRA)",08 AUG 2024,1170
51,452,12.87,1.3,Kaylah ROBINSON,27 JUN 1999,USA,2f2,"Mike A. Myers Stadium, Austin, TX (USA)",30 MAR 2024,1167
52,452,12.87,1.1,Rayniah JONES,28 SEP 2001,USA,4,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1167
53,452,12.87,0.9,Jyothi YARRAJI,28 AUG 1999,IND,1f1,"Vughtse Sports Club Prins Hendrik, Vught (NED)",09 MAY 2024,1167
54,452,12.87,-0.7,Oneka WILSON,09 JUN 2003,JAM,1,"Geroge C. Griffin Track, Atlanta, GA (USA)",11 MAY 2024,1171
55,452,12.87,0.6,Anne ZAGRÉ,13 MAR 1990,BEL,1,"Atletiekarena Gaston Roelants, Kessel-Lo (BEL)",12 MAY 2024,1167
56,452,12.87,1.3,Beatričė JUŠKEVIČIŪTĖ,10 JAN 2000,LTU,2ce5,"Mösle-Stadium, Götzis (AUT)",18 MAY 2024,1167
57,452,12.87,1.3,Crystal MORRISON,06 FEB 2002,JAM,2,"Harjun stadion, Jyväskylä (FIN)",22 MAY 2024,1167
58,452,12.87,0.6,Aasia LAURENCIN,01 SEP 2002,USA,3sf2,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1167
59,452,12.87,0.4,Karin STRAMETZ,18 APR 1998,AUT,4sf2,"Stadio Olimpico, Roma (ITA)",08 JUN 2024,1167
60,452,12.87,1.6,Michelle JENNEKE,23 JUN 1993,AUS,5,"Paavo Nurmen Stadion, Turku (FIN)",18 JUN 2024,1167
61,452,12.87,1.6,Britany ANDERSON,03 JAN 2001,JAM,6,"Paavo Nurmen Stadion, Turku (FIN)",18 JUN 2024,1167
62,452,12.87,-0.1,Klaudia WOJTUNIK,15 MAY 1999,POL,1h2,"Golęcin Stadion, Poznan (POL)",23 JUN 2024,1167
63,452,12.87,-0.9,Charisma TAYLOR,03 SEP 1999,BAH,2h1,"T. Robinson Stadium, Nassau (BAH)",27 JUN 2024,1172
64,452,12.87,0.4,Giada CARMASSI,15 MAY 1994,ITA,1,"Campo Montagna, La Spezia (ITA)",29 JUN 2024,1167
65,452,12.87,1.7,Ditaji KAMBUNDJI,20 MAY 2002,SUI,1sf2,"Stadion Deutweg, Winterthur (SUI)",29 JUN 2024,1167
66,452,12.87,0.3,Reetta HURSKE,15 MAY 1995,FIN,4f2,"Stadion Allmend, Luzern (SUI)",16 JUL 2024,1167
67,452,12.87,-0.1,Annik KÄLIN,27 APR 2000,SUI,1ce3,"Stade de France, Paris (FRA)",08 AUG 2024,1167
68,452,12.87,0.1,Maayke TJIN-A-LIM,10 JAN 1998,NED,21,"Stade de France, Paris (FRA)",08 AUG 2024,1167
69,452,12.87,-0.7,Reetta HURSKE,15 MAY 1995,FIN,1f1,"Ratinan Stadion, Tampere (FIN)",25 AUG 2024,1171
70,471,12.88,0.0,Michelle JENNEKE,23 JUN 1993,AUS,1,"SA Athletic Stadium, Adelaide (AUS)",14 APR 2024,1166
71,471,12.88,-0.2,Megan TAPPER,18 MAR 1994,JAM,8,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1167
72,471,12.88,0.9,Britany ANDERSON,03 JAN 2001,JAM,1,"Centro Sportivo Fontanassa, Savona (ITA)",15 MAY 2024,1166
73,471,12.88,-1.0,Masai RUSSELL,17 JUN 2000,USA,6,"Drake Stadium, Los Angeles, CA (USA)",18 MAY 2024,1172
74,471,12.88,0.5,Grace STARK,06 MAY 2001,USA,1h6,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",23 MAY 2024,1166
75,471,12.88,0.8,Amoi BROWN,11 JAN 1999,JAM,1,"National Stadium, Kingston (JAM)",25 MAY 2024,1166
76,471,12.88,0.8,Paige MAGEE,30 JUL 2002,USA,6sf1,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1166
77,471,12.88,-0.4,Laeticia BAPTÉ,08 FEB 1999,FRA,2,"Centre sportif Bout-du-Monde, Genève (SUI)",22 JUN 2024,1168
78,471,12.88,-0.1,Viktória FORSTER,08 APR 2002,SVK,1,"Golęcin Stadion, Poznan (POL)",23 JUN 2024,1166
79,471,12.88,1.4,Viktoriya POGREBNYAK,07 OCT 1995,RUS,2,"Olympic Stadium, Cheboksary (RUS)",09 JUL 2024,1166
80,471,12.88,0.3,Karin STRAMETZ,18 APR 1998,AUT,5f2,"Stadion Allmend, Luzern (SUI)",16 JUL 2024,1166
81,471,12.88,-1.7,Christina CLEMONS,29 MAY 1990,USA,5,"Percy Beard Track, Gainesville, FL (USA)",19 JUL 2024,1176
82,471,12.88,0.1,Viktória FORSTER,08 APR 2002,SVK,31,"Stade de France, Paris (FRA)",08 AUG 2024,1166
83,471,12.88,-1.6,Jasmine CAMACHO-QUINN,21 AUG 1996,PUR,1,"Centro Gabre Gabric, Brescia (ITA)",08 SEP 2024,1175
84,485,12.89,-2.1,Tobi AMUSAN,23 APR 1997,NGR,1,"University of Ghana Sports Stadium, Accra (GHA)",20 MAR 2024,1177
85,485,12.89,1.8,Lotta HARALA,26 MAR 1992,FIN,1er,"Leppävaaran Stadion, Espoo (FIN)",11 MAY 2024,1165
86,485,12.89,0.9,Rushelle BURTON,04 DEC 1997,JAM,7,"National Stadium, Kingston (JAM)",11 MAY 2024,1165
87,485,12.89,-0.5,Reetta HURSKE,15 MAY 1995,FIN,2,"Štadión SNP, Banská Bystrica (SVK)",24 MAY 2024,1168
88,485,12.89,0.4,Lovise Skarbøvik ANDRESEN,17 JAN 2004,NOR,5sf2,"Stadio Olimpico, Roma (ITA)",08 JUN 2024,1165
89,485,12.89,1.2,Rushelle BURTON,04 DEC 1997,JAM,2h1,"Emory Woodruff Physical Education Center, Atlanta, GA (USA)",08 JUN 2024,1165
90,485,12.89,-0.2,Sacha ALESSANDRINI,07 JUN 1999,FRA,1h1,"Stade des Maradas, Cergy-Pontoise (FRA)",09 JUN 2024,1166
91,485,12.89,1.6,Liz CLAY,09 MAY 1995,AUS,7,"Paavo Nurmen Stadion, Turku (FIN)",18 JUN 2024,1165
92,485,12.89,-0.9,Denisha CARTWRIGHT,28 DEC 1999,BAH,3h1,"T. Robinson Stadium, Nassau (BAH)",27 JUN 2024,1170
93,485,12.89,-1.1,Paula SALMON,13 MAY 1999,JAM,4h1,"National Stadium, Kingston (JAM)",29 JUN 2024,1171
94,485,12.89,0.6,Ricarda LOBE,13 APR 1994,GER,1,"Eintracht-Stadion, Braunschweig (GER)",29 JUN 2024,1165
95,485,12.89,0.7,Alia ARMSTRONG,28 DEC 2000,USA,9,"Hayward Field, Eugene, OR (USA)",30 JUN 2024,1165
96,485,12.89,-0.2,Yumi TANAKA,15 DEC 1998,JPN,2,"Denka Big Swan Stadium, Niigata (JPN)",30 JUN 2024,1166
97,485,12.89,0.8,Rosina SCHNEIDER,18 AUG 2004,GER,1f2,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 JUL 2024,1165
98,485,12.89,0.0,Denisha CARTWRIGHT,28 DEC 1999,BAH,4h2,"Stade de France, Paris (FRA)",07 AUG 2024,1165
99,485,12.89,-0.2,Yumi TANAKA,15 DEC 1998,JPN,23,"Stade de France, Paris (FRA)",08 AUG 2024,1166
0,485,12.89,-0.7,Mako FUKUBE,28 OCT 1995,JPN,5sf3,"Stade de France, Paris (FRA)",09 AUG 2024,1169
1,485,12.89,-1.3,Cindy SEMBER,05 AUG 1994,GBR,1,"Stadio Quercia, Rovereto (ITA)",31 AUG 2024,1172
2,485,12.89,1.2,Britany ANDERSON,03 JAN 2001,JAM,2,"Olympiastadion, Berlin (GER)",01 SEP 2024,1165
3,504,12.9,1.6,Laeticia BAPTÉ,08 FEB 1999,FRA,1,"Stade Edmard Lama, Remire-Montjoly (FRA)",13 APR 2024,1163
4,504,12.9,1.8,Michelle HARRISON,06 DEC 1992,CAN,6f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",27 APR 2024,1163
5,504,12.9,1.2,Aasia LAURENCIN,01 SEP 2002,USA,1,"University of Michigan Outdoor Track Stadium, Ann Arbor, MI (USA)",12 MAY 2024,1163
6,504,12.9,-0.6,Yumi TANAKA,15 DEC 1998,JPN,2,"National Stadium, Tokyo (JPN)",19 MAY 2024,1166
7,504,12.9,0.7,Marika MAJEWSKA,05 MAY 2002,POL,1h2,"Stadion im.Lubuskich Olimpijczyków, Gorzów Wielkopolski (POL)",24 MAY 2024,1163
8,504,12.9,-0.4,Crystal MORRISON,06 FEB 2002,JAM,1,"Stadion, Lahti (FIN)",24 MAY 2024,1165
9,504,12.9,0.7,Celeste MUCCI,11 AUG 1999,AUS,2,"Swangard Stadium, Burnaby (CAN)",15 JUN 2024,1163
10,504,12.9,1.7,Tia JONES,08 SEP 2000,USA,4h1,"Hayward Field, Eugene, OR (USA)",28 JUN 2024,1163
11,504,12.9,-1.6,Amber HUGHES,23 SEP 1994,USA,1,"Stadio G. Teghil, Lignano Sabbiadoro (ITA)",14 JUL 2024,1172
12,504,12.9,1.6,Sidonie FIADANANTSOA,30 APR 1999,MAD,7f1,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 JUL 2024,1163
13,504,12.9,0.0,Yumi TANAKA,15 DEC 1998,JPN,5h2,"Stade de France, Paris (FRA)",07 AUG 2024,1163
14,504,12.9,0.0,Sarah LAVIN,28 MAY 1994,IRL,3,"Stade universitaire de St-Léonard, Fribourg (SUI)",01 SEP 2024,1163
15,504,12.9,0.8,Pia SKRZYSZOWSKA,20 APR 2001,POL,8,"Letzigrund, Zürich (SUI)",05 SEP 2024,1163
16,517,12.91,1.6,Paola VAZQUEZ,28 NOV 1998,PUR,1,"Estadio Luguelín Santos, Bayaguana (DOM)",20 APR 2024,1162
17,517,12.91,1.2,Martha ARAUJO,12 MAY 1996,COL,1ce,"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba (BRA)",11 MAY 2024,1162
18,517,12.91,0.7,Yanni WU,28 JUL 1997,CHN,1h3,"Yanmar Stadium Nagai, Osaka (JPN)",12 MAY 2024,1162
19,517,12.91,0.1,Alexandra WEBSTER,24 MAR 2002,USA,1h3,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",23 MAY 2024,1162
20,517,12.91,0.1,Lotta HARALA,26 MAR 1992,FIN,1h1,"Stadio Olimpico, Roma (ITA)",07 JUN 2024,1162
21,517,12.91,1.9,Michelle JENNEKE,23 JUN 1993,AUS,3h2,"Paavo Nurmen Stadion, Turku (FIN)",18 JUN 2024,1162
22,517,12.91,-0.9,Giada CARMASSI,15 MAY 1994,ITA,2f1,"Estadio Vallehermoso, Madrid (ESP)",21 JUN 2024,1167
23,517,12.91,0.2,Yumi TANAKA,15 DEC 1998,JPN,1h1,"Denka Big Swan Stadium, Niigata (JPN)",29 JUN 2024,1162
24,517,12.91,-0.2,Asuka TERADA,14 JAN 1990,JPN,3,"Denka Big Swan Stadium, Niigata (JPN)",30 JUN 2024,1163
25,517,12.91,0.3,Maayke TJIN-A-LIM,10 JAN 1998,NED,5h2,"FBK Stadium, Hengelo (NED)",07 JUL 2024,1162
26,517,12.91,1.6,Reetta HURSKE,15 MAY 1995,FIN,3,"Keskusurheilukenttä, Joensuu (FIN)",20 JUL 2024,1162
27,517,12.91,0.3,Klaudia WOJTUNIK,15 MAY 1999,POL,3f1,"Stade Jean Jacoby, Schifflange (LUX)",21 JUL 2024,1162
28,517,12.91,0.0,Marione FOURIE,30 APR 2002,RSA,4h4,"Stade de France, Paris (FRA)",07 AUG 2024,1162
29,517,12.91,0.5,Yumi TANAKA,15 DEC 1998,JPN,7sf1,"Stade de France, Paris (FRA)",09 AUG 2024,1162
30,517,12.91,-0.5,Britany ANDERSON,03 JAN 2001,JAM,6f1,"Sports Park Mladost, Zagreb (CRO)",08 SEP 2024,1165
31,517,12.91,-1.6,Masai RUSSELL,17 JUN 2000,USA,2,"Centro Gabre Gabric, Brescia (ITA)",08 SEP 2024,1171
32,533,12.92,1.1,Leah PHILLIPS,14 AUG 2002,USA,5,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1161
33,533,12.92,0.9,Marione FOURIE,30 APR 2002,RSA,1h1,"Msunduzi Athletics Stadium, Pietermaritzburg (RSA)",20 APR 2024,1161
34,533,12.92,1.9,Karin STRAMETZ,18 APR 1998,AUT,1,"Stadion Eggenberg, Graz (AUT)",12 MAY 2024,1161
35,533,12.92,0.2,Mako FUKUBE,28 OCT 1995,JPN,2,"Yanmar Stadium Nagai, Osaka (JPN)",12 MAY 2024,1161
36,533,12.92,0.9,Sarah LAVIN,28 MAY 1994,IRL,2,"Centro Sportivo Fontanassa, Savona (ITA)",15 MAY 2024,1161
37,533,12.92,1.0,Paige MAGEE,30 JUL 2002,USA,1pr6,"John McDonnell Field, Fayetteville, AR (USA)",23 MAY 2024,1161
38,533,12.92,0.2,Sarah LAVIN,28 MAY 1994,IRL,1,"Stade Raymond Petit, Tomblaine (FRA)",25 MAY 2024,1161
39,533,12.92,0.2,Paula SALMON,13 MAY 1999,USA,4f1,"Edwin Moses Track, Atlanta, GA (USA)",31 MAY 2024,1161
40,533,12.92,1.2,Charisma TAYLOR,03 SEP 1999,BAH,1h1,"Stade de Beaublanc, Limoges (FRA)",01 JUN 2024,1161
41,533,12.92,-0.5,Micaela Rosa DE MELLO,07 MAR 2000,BRA,7,"Hayward Field, Eugene, OR (USA)",08 JUN 2024,1164
42,533,12.92,1.2,Evonne BRITTON,28 JUL 1991,GHA,3h1,"Emory Woodruff Physical Education Center, Atlanta, GA (USA)",08 JUN 2024,1161
43,533,12.92,-0.2,Laura VALETTE,16 FEB 1997,FRA,2h1,"Stade des Maradas, Cergy-Pontoise (FRA)",09 JUN 2024,1162
44,533,12.92,0.5,Paula SALMON,13 MAY 1999,JAM,7,"National Stadium, Kingston (JAM)",30 JUN 2024,1161
45,533,12.92,-0.2,Michelle JENNEKE,23 JUN 1993,AUS,6,"Bregyó Athletic Center, Székesfehérvár (HUN)",09 JUL 2024,1162
46,533,12.92,1.4,Sviatlana PARAKHONKA,12 JUN 1997,BLR,3,"Olympic Stadium, Cheboksary (RUS)",09 JUL 2024,1161
47,533,12.92,-0.7,Ebony MORRISON,28 DEC 1994,LBR,2,"Morton Stadium, Santry, Dublin (IRL)",12 JUL 2024,1165
48,533,12.92,1.3,Sarah LAVIN,28 MAY 1994,IRL,1h2,"Stade Jean Jacoby, Schifflange (LUX)",21 JUL 2024,1161
49,533,12.92,-0.1,Sidonie FIADANANTSOA,30 APR 1999,MAD,5h1,"Stade de France, Paris (FRA)",07 AUG 2024,1161
50,533,12.92,0.4,Laeticia BAPTÉ,08 FEB 1999,FRA,42,"Stade de France, Paris (FRA)",08 AUG 2024,1161
51,533,12.92,0.4,Janeek BROWN,14 MAY 1998,JAM,7sf2,"Stade de France, Paris (FRA)",09 AUG 2024,1161
52,553,12.93,0.5,Liz CLAY,09 MAY 1995,AUS,1,"Queensland Sport and Athletics Centre, Nathan, Brisbane (AUS)",17 MAR 2024,1159
53,553,12.93,1.1,Maribel Vanessa CAICEDO,01 APR 1998,ECU,1,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 MAR 2024,1159
54,553,12.93,-2.3,Alaysha JOHNSON,20 JUL 1996,USA,1h1,"Ansin Sports Complex, Miramar, FL (USA)",06 APR 2024,1172
55,553,12.93,0.3,Liz CLAY,09 MAY 1995,AUS,1h1,"SA Athletic Stadium, Adelaide (AUS)",14 APR 2024,1159
56,553,12.93,0.5,Rushelle BURTON,04 DEC 1997,JAM,2f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",20 APR 2024,1159
57,553,12.93,1.6,Rosealee COOPER,04 NOV 2000,JAM,3h3,"Percy Beard Track, Gainesville, FL (USA)",10 MAY 2024,1159
58,553,12.93,1.2,Paige MAGEE,30 JUL 2002,USA,2,"University of Michigan Outdoor Track Stadium, Ann Arbor, MI (USA)",12 MAY 2024,1159
59,553,12.93,1.2,Maayke TJIN-A-LIM,10 JAN 1998,NED,2,"Stade Pierre de Coubertin, Montgeron (FRA)",19 MAY 2024,1159
60,553,12.93,2.0,Maayke TJIN-A-LIM,10 JAN 1998,NED,1h1,"Stade Pierre de Coubertin, Montgeron (FRA)",19 MAY 2024,1159
61,553,12.93,1.5,Marissa SIMPSON,14 OCT 2002,JAM,1pr3,"John McDonnell Field, Fayetteville, AR (USA)",23 MAY 2024,1159
62,553,12.93,0.8,Charisma TAYLOR,03 SEP 1999,BAH,1f1,"Stade de Beaublanc, Limoges (FRA)",01 JUN 2024,1159
63,553,12.93,1.1,Britany ANDERSON,03 JAN 2001,JAM,4h1,"Paavo Nurmen Stadion, Turku (FIN)",18 JUN 2024,1159
64,553,12.93,-0.9,Maayke TJIN-A-LIM,10 JAN 1998,NED,3f1,"Estadio Vallehermoso, Madrid (ESP)",21 JUN 2024,1164
65,553,12.93,0.2,Jalaysiya SMITH,11 JUN 2003,USA,5h4,"Hayward Field, Eugene, OR (USA)",28 JUN 2024,1159
66,553,12.93,1.3,Klaudia WOJTUNIK,15 MAY 1999,POL,1h,"Stadion Zygmunta Szelesta, Warszawa (POL)",29 JUN 2024,1159
67,553,12.93,-0.6,Britany ANDERSON,03 JAN 2001,JAM,5h2,"National Stadium, Kingston (JAM)",29 JUN 2024,1162
68,553,12.93,0.0,Mette GRAVERSGAARD,05 OCT 1995,DEN,1,"Hvidovre Stadion, Hvidovre (DEN)",29 JUN 2024,1159
