"",Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
87,854,10.21,1.5,Markus FUCHS,14 NOV 1995,AUT,6,"Paavo Nurmen Stadion, Turku (FIN)",18 JUN 2024,1135
88,854,10.21,-0.2,Owen ANSAH,28 NOV 2000,GER,2f1,"Estadio Vallehermoso, Madrid (ESP)",21 JUN 2024,1136
89,854,10.21,1.1,Kayinsola AJAYI,14 SEP 2004,NGR,1h3,"Stade Omnisport de JAPOMA, Douala (CMR)",21 JUN 2024,1135
90,854,10.21,0.6,Joshua HARTMANN,09 JUN 1999,GER,1h6,"Centre sportif Bout-du-Monde, Genève (SUI)",22 JUN 2024,1135
91,854,10.21,-0.1,JT SMITH,12 JAN 1998,USA,4h5,"Hayward Field, Eugene, OR (USA)",22 JUN 2024,1135
92,854,10.21,0.4,Yohan BLAKE,26 DEC 1989,JAM,5h1,"National Stadium, Kingston (JAM)",27 JUN 2024,1135
93,854,10.21,0.4,Odaine MCPHERSON,14 FEB 1999,JAM,5h1,"National Stadium, Kingston (JAM)",27 JUN 2024,1135
94,854,10.21,0.9,Jelani WALKER,10 JUN 1998,JAM,3h4,"National Stadium, Kingston (JAM)",27 JUN 2024,1135
95,854,10.21,1.1,Abel JORDAN,18 SEP 2003,ESP,1sf2,"Estadi Olímpic Camilo Cano, La Nucia (ESP)",28 JUN 2024,1135
96,854,10.21,0.9,Kadrian GOLDSON,08 NOV 1997,JAM,8,"National Stadium, Kingston (JAM)",28 JUN 2024,1135
97,854,10.21,0.4,Tyquendo TRACEY,10 JUN 1993,JAM,6sf2,"National Stadium, Kingston (JAM)",28 JUN 2024,1135
98,854,10.21,1.3,Mamadou Fall SARR,29 NOV 1998,SEN,1h1,"Stade Yvon Chevalier, Saintes (FRA)",28 JUN 2024,1135
99,854,10.21,1.0,Samuele CECCARELLI,09 JAN 2000,ITA,2,"Campo Montagna, La Spezia (ITA)",29 JUN 2024,1135
0,854,10.21,0.3,Yoshihide KIRYU,15 DEC 1995,JPN,1h2,"Denka Big Swan Stadium, Niigata (JPN)",29 JUN 2024,1135
1,854,10.21,0.1,Ryo WADA,18 MAY 2000,JPN,3sf3,"Denka Big Swan Stadium, Niigata (JPN)",29 JUN 2024,1135
2,854,10.21,0.7,Devin AUGUSTINE,02 DEC 2003,TTO,1,"Hasely Crawford Stadium, Port-of-Spain (TTO)",29 JUN 2024,1135
3,854,10.21,-0.1,Usheoritse ITSEKIRI,31 JAN 1998,NGR,1,"Terry Fox AF, Ottawa (CAN)",06 JUL 2024,1135
4,854,10.21,0.8,Benjamin RICHARDSON,19 DEC 2003,RSA,5,"FBK Stadium, Hengelo (NED)",07 JUL 2024,1135
5,854,10.21,0.8,Elvis AFRIFA,30 NOV 1997,NED,6,"FBK Stadium, Hengelo (NED)",07 JUL 2024,1135
6,854,10.21,-1.5,Kendal WILLIAMS,23 SEP 1995,USA,1,"Stadio G. Teghil, Lignano Sabbiadoro (ITA)",14 JUL 2024,1144
7,854,10.21,0.9,Aleksandar ASKOVIC,23 OCT 1997,GER,6f2,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 JUL 2024,1135
8,854,10.21,-0.7,Cejhae GREENE,06 OCT 1995,ANT,5h1,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 JUL 2024,1139
9,854,10.21,1.2,Wanya MCCOY,29 MAR 2003,BAH,8,"Percy Beard Track, Gainesville, FL (USA)",19 JUL 2024,1135
10,854,10.21,0.0,Rikuto HIGUCHI,19 AUG 1999,JPN,1,"Lemon Gas Stadium, Hiratsuka (JPN)",20 JUL 2024,1135
11,854,10.21,-1.1,Ebrahima CAMARA,18 SEP 1996,GAM,4h6,"Stade de France, Paris (FRA)",03 AUG 2024,1141
12,854,10.21,0.0,Reynaldo R. ESPINOSA,01 FEB 2003,CUB,9sf2,"Stade de France, Paris (FRA)",04 AUG 2024,1135
13,854,10.21,1.5,Simon HANSEN,30 JUN 1998,DEN,3h5,"Pramtalstadion, Andorf (AUT)",17 AUG 2024,1135
14,854,10.21,0.4,Yoshiki KINASHI,28 SEP 2001,JPN,1h2,"Athletic Park Stadium, Sano (JPN)",17 AUG 2024,1135
15,854,10.21,0.0,Simon WULFF,01 JAN 2001,GER,1f1,"Sportanlage des TuS Köln, Köln (GER)",24 AUG 2024,1135
16,854,10.21,1.8,Kadrian GOLDSON,08 NOV 1997,JAM,2h1,"Ratinan Stadion, Tampere (FIN)",25 AUG 2024,1135
17,854,10.21,-0.5,Gift LEOTLELA,12 MAY 1998,RSA,2,Priboj (SRB),04 SEP 2024,1138
18,854,10.21,-0.5,Kadrian GOLDSON,08 NOV 1997,JAM,3,Priboj (SRB),04 SEP 2024,1138
19,854,10.21,1.0,Seye OGUNLEWE,30 AUG 1991,NGR,1f1,"Stratford Community Track, London (GBR)",08 SEP 2024,1135
20,854,10.21,0.2,Jeremiah AZU,15 MAY 2001,GBR,6,"Stadio Comunale, Bellinzona (SUI)",09 SEP 2024,1135
21,854,10.21,0.6,Jinxian HE,13 NOV 2006,CHN,1,"Sports Center, Quzhou (CHN)",15 SEP 2024,1135
22,854,10.21,1.4,Akihiro HIGASHIDA,13 DEC 1995,JPN,3f2,"Ishin Me-Life Stadium, Yamaguchi (JPN)",22 SEP 2024,1135
23,854,10.21,0.3,Shoto UNO,17 MAY 2001,JPN,1h2,"Ishin Me-Life Stadium, Yamaguchi (JPN)",22 SEP 2024,1135
24,925,10.22,1.3,Taju HONGO,07 MAR 1999,JPN,1,"Nga Puna Wai Sports Hub, Christchurch (NZL)",24 FEB 2024,1132
25,925,10.22,0.3,Bayanda WALAZA,09 FEB 2006,RSA,1f6,"Pilditch Stadium, Pretoria (RSA)",02 MAR 2024,1132
26,925,10.22,0.0,Hesborn Oduor OCHIENG,25 SEP 1992,KEN,1,"Nyayo National Stadium, Nairobi (KEN)",06 MAR 2024,1132
27,925,10.22,2.0,Jaleel CROAL,13 MAR 2003,IVB,3f1,"University of South Florida Track & Field Stadium, Tampa, FL (USA)",16 MAR 2024,1132
28,925,10.22,0.1,Abduraqhmaan KARRIEM,25 SEP 2004,RSA,2,"Pilditch Stadium, Pretoria (RSA)",21 MAR 2024,1132
29,925,10.22,0.4,Tshepo Jason TYANTINI,26 FEB 2005,RSA,3,"Pilditch Stadium, Pretoria (RSA)",21 MAR 2024,1132
30,925,10.22,1.5,Ryan ZEZE,29 JAN 1998,FRA,2f1,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",23 MAR 2024,1132
31,925,10.22,0.4,Gaofei SUI,19 APR 2001,CHN,1,"Zhaoqing Sports Center, Zhaoqing (CHN)",09 APR 2024,1132
32,925,10.22,1.6,Tyson TIPPETT,11 FEB 2003,USA,4f2,"Hilmer Lodge Stadium, Walnut, CA (USA)",20 APR 2024,1132
33,925,10.22,1.2,Oshane BAILEY,08 SEP 1989,JAM,2f15,"National Stadium, Kingston (JAM)",04 MAY 2024,1132
34,925,10.22,1.6,Dominique ALEXANDER,13 SEP 2001,USA,1h1,"Elon University’s Irwin Belk Track, Elon, NC (USA)",10 MAY 2024,1132
35,925,10.22,-1.5,Nyckoles HARBOR,05 JUL 2005,USA,3h2,"Percy Beard Track, Gainesville, FL (USA)",10 MAY 2024,1141
36,925,10.22,1.1,Travis WILLIAMS,11 MAR 2003,JAM,2h2,"Potts Field, Boulder, CO (USA)",11 MAY 2024,1132
37,925,10.22,0.3,Nicholas WALSH,27 JUL 1997,GBR,4,"Stadion Eggenberg, Graz (AUT)",12 MAY 2024,1132
38,925,10.22,0.2,Bruno DEDE,07 OCT 1999,JPN,2,"Yanmar Stadium Nagai, Osaka (JPN)",12 MAY 2024,1132
39,925,10.22,0.2,Ryo WADA,18 MAY 2000,JPN,3,"Yanmar Stadium Nagai, Osaka (JPN)",12 MAY 2024,1132
40,925,10.22,2.0,Kalen WALKER,13 OCT 2001,USA,3,"University of Michigan Outdoor Track Stadium, Ann Arbor, MI (USA)",12 MAY 2024,1132
41,925,10.22,1.6,Jenns Reynold FERNÁNDEZ,04 JAN 2001,CUB,2h2,"Centro Sportivo Fontanassa, Savona (ITA)",15 MAY 2024,1132
42,925,10.22,-0.1,Akihiro HIGASHIDA,13 DEC 1995,JPN,2,"National Stadium, Tokyo (JPN)",19 MAY 2024,1132
43,925,10.22,1.0,Taju HONGO,07 MAR 1999,JPN,4h2,"National Stadium, Tokyo (JPN)",19 MAY 2024,1132
44,925,10.22,0.7,Ismael KONE,06 NOV 2000,CIV,6sf3,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",24 MAY 2024,1132
45,925,10.22,0.1,Simon HANSEN,30 JUN 1998,DEN,1f1,"Boudewijnstadion, Bruxelles (BEL)",25 MAY 2024,1132
46,925,10.22,0.1,Taymir BURNET,01 OCT 1992,NED,2f1,"Boudewijnstadion, Bruxelles (BEL)",25 MAY 2024,1132
47,925,10.22,1.3,Bouwahjgie NKRUMIE,16 FEB 2004,JAM,2f1,"National Stadium, Kingston (JAM)",25 MAY 2024,1132
48,925,10.22,1.2,Jazeel MURPHY,27 FEB 1994,JAM,1f3,"National Stadium, Kingston (JAM)",25 MAY 2024,1132
49,925,10.22,1.8,Kum Ryong JO,31 MAY 1999,PRK,1h3,"Taipei Municipal Stadium, Taipei City (TPE)",01 JUN 2024,1132
50,925,10.22,-1.6,Yupun ABEYKOON,31 DEC 1994,SRI,1,"Olympiastadion, Stockholm (SWE)",02 JUN 2024,1141
51,925,10.22,-1.0,Ryiem FORDE,23 MAY 2001,JAM,4,"Olympiastadion, Stockholm (SWE)",02 JUN 2024,1138
52,925,10.22,1.1,Eliezer ADJIBI,23 SEP 2000,CAN,2h2,"Alumni Field, Windsor (CAN)",02 JUN 2024,1132
53,925,10.22,1.7,Ryuichiro SAKAI,14 MAR 1998,JPN,3h2,"Athletic Stadium, Tottori (JPN)",02 JUN 2024,1132
54,925,10.22,2.0,Illas GARCIA,04 JAN 1998,USA,3h2,"Alumni Stadium, Guelph (CAN)",04 JUN 2024,1132
55,925,10.22,2.0,Domenic BARRESI,2003,CAN,3h2,"Alumni Stadium, Guelph (CAN)",04 JUN 2024,1132
56,925,10.22,0.3,Lance LANG,01 FEB 2001,USA,4sf2,"Hayward Field, Eugene, OR (USA)",05 JUN 2024,1132
57,925,10.22,0.2,Simon HANSEN,30 JUN 1998,DEN,3h1,"Stadio Olimpico, Roma (ITA)",07 JUN 2024,1132
58,925,10.22,1.1,Mario BURKE,18 MAR 1997,BAR,5f1,"Notre Dame HS, Sherman Oaks, CA (USA)",07 JUN 2024,1132
59,925,10.22,0.7,Pablo MATEO,01 FEB 2001,FRA,8,"Stadio Olimpico, Roma (ITA)",08 JUN 2024,1132
60,925,10.22,0.5,Simon HANSEN,30 JUN 1998,DEN,4sf3,"Stadio Olimpico, Roma (ITA)",08 JUN 2024,1132
61,925,10.22,0.6,Nigel ELLIS,08 AUG 1997,JAM,2f1,"National Stadium, Kingston (JAM)",08 JUN 2024,1132
62,925,10.22,0.0,Neiker ABELLO,30 MAR 2000,COL,4,"Gobierno Autónomo Municipal de Cochabamba, Cochabamba (BOL)",08 JUN 2024,1132
63,925,10.22,1.2,Andre EDWARDS,20 SEP 1999,JAM,6f3,"Emory Woodruff Physical Education Center, Atlanta, GA (USA)",08 JUN 2024,1132
64,925,10.22,0.5,Arturo Harmodio DELISER ESPINOSA,24 APR 1997,PAN,3f3,"Gobierno Autónomo Municipal de Cochabamba, Cochabamba (BOL)",09 JUN 2024,1132
65,925,10.22,0.7,Yong-mun LEE,04 DEC 1999,KOR,1,"Mokpo Stadium, Mokpo (KOR)",13 JUN 2024,1132
66,925,10.22,0.0,Usheoritse ITSEKIRI,31 JAN 1998,NGR,3,"Samuel Ogbemudia Stadium, Benin City (NGR)",16 JUN 2024,1132
67,925,10.22,0.8,Ryan ZEZE,29 JAN 1998,FRA,1f2,"Centre sportif Bout-du-Monde, Genève (SUI)",22 JUN 2024,1132
68,925,10.22,-0.1,Christian MILLER,16 MAY 2006,USA,5h5,"Hayward Field, Eugene, OR (USA)",22 JUN 2024,1132
69,925,10.22,0.4,JT SMITH,12 JAN 1998,USA,9,"Hayward Field, Eugene, OR (USA)",23 JUN 2024,1132
70,925,10.22,1.5,Kalen WALKER,13 OCT 2001,USA,7sf3,"Hayward Field, Eugene, OR (USA)",23 JUN 2024,1132
71,925,10.22,-0.5,Wanya MCCOY,29 MAR 2003,BAH,1h1,"T. Robinson Stadium, Nassau (BAH)",26 JUN 2024,1135
72,925,10.22,0.3,Dominik KOPEĆ,05 MAR 1995,POL,1h3,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",27 JUN 2024,1132
73,925,10.22,-0.4,Bruno DEDE,07 OCT 1999,JPN,2h3,"Denka Big Swan Stadium, Niigata (JPN)",29 JUN 2024,1134
74,925,10.22,-0.1,Ryota SUZUKI,25 JUN 1999,JPN,2sf2,"Denka Big Swan Stadium, Niigata (JPN)",29 JUN 2024,1132
75,925,10.22,-1.1,Louie HINCHLIFFE,18 JUL 2002,GBR,1sf1,"Manchester Regional Arena, Manchester (GBR)",29 JUN 2024,1138
76,925,10.22,0.6,Yannick WOLF,12 MAY 2000,GER,2sf1,"Eintracht-Stadion, Braunschweig (GER)",29 JUN 2024,1132
77,925,10.22,0.6,Lucas ANSAH-PEPRAH,16 JAN 2000,GER,3sf1,"Eintracht-Stadion, Braunschweig (GER)",29 JUN 2024,1132
78,925,10.22,1.1,Naoki NISHIOKA,19 JUL 2006,JPN,1,"Denka Big Swan Stadium, Niigata (JPN)",30 JUN 2024,1132
79,925,10.22,1.4,Ali Anwar Ali AL BALUSHI,09 FEB 2002,OMA,1h1,"Suez Canal Authority Stadium, Ismailia (EGY)",05 JUL 2024,1132
80,925,10.22,0.3,JT SMITH,12 JAN 1998,USA,2f2,"Stadion Allmend, Luzern (SUI)",16 JUL 2024,1132
81,925,10.22,0.8,Jhonny RENTERIA JIMÉNEZ,26 MAR 1997,COL,3f2,"Stade Jean Jacoby, Schifflange (LUX)",21 JUL 2024,1132
82,925,10.22,-0.2,Owen ANSAH,28 NOV 2000,GER,5h3,"Stade de France, Paris (FRA)",03 AUG 2024,1133
83,925,10.22,2.0,Takuma KOJIMA,24 MAY 2004,JPN,1f1,"Nihon University Stadium, Tokyo (JPN)",10 AUG 2024,1132
84,925,10.22,1.7,Delvis SANTOS,27 JUN 1999,POR,4er2,"London Marathon Community Track, London (GBR)",18 AUG 2024,1132
85,925,10.22,-0.9,Puripol BOONSON,13 JAN 2006,THA,2,"Estadio Atlético de la VIDENA, Lima (PER)",28 AUG 2024,1137
86,925,10.22,0.9,Bruno DEDE,07 OCT 1999,JPN,1h4,"Ishin Me-Life Stadium, Yamaguchi (JPN)",22 SEP 2024,1132
87,988,10.23,0.4,Claude Emmanuel ITOUNGUE BOGOGNIE,03 AUG 2001,CMR,1h4,"Complexe Sportif D'olembe, Yaoundé (CMR)",06 JAN 2024,1128
88,988,10.23,1.2,Noelex HOLDER,21 DEC 1999,GUY,1,"National Track and Field Centre, Leonora (GUY)",02 MAR 2024,1128
89,988,10.23,1.1,Thembo John MONARENG,14 FEB 1999,RSA,1sf2,"Pilditch Stadium, Pretoria (RSA)",09 MAR 2024,1128
90,988,10.23,0.1,Odaine MCPHERSON,14 FEB 1999,JAM,2f1,"GC Foster College, Spanish Town (JAM)",09 MAR 2024,1128
91,988,10.23,-0.1,Emmanuel ESEME,17 AUG 1993,CMR,1sf2,"University of Ghana Sports Stadium, Accra (GHA)",18 MAR 2024,1128
92,988,10.23,-0.8,Usheoritse ITSEKIRI,31 JAN 1998,NGR,2,"University of Ghana Sports Stadium, Accra (GHA)",19 MAR 2024,1132
93,988,10.23,1.5,Javorne DUNKLEY,13 APR 2005,JAM,1h1,"Kirani James Athletic Stadium, St. George's (GRN)",30 MAR 2024,1128
94,988,10.23,-0.3,Adekalu Nicholas FAKOREDE,28 JUN 2003,NGR,2,"Lekan Salami Stadium, Ibadan (NGR)",06 APR 2024,1129
95,988,10.23,0.0,Tarsis Gracious OROGOT,24 NOV 2002,UGA,2f2,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1128
96,988,10.23,0.2,Gaofei SUI,19 APR 2001,CHN,1sf3,"HOC Stadium, Hangzhou (CHN)",13 APR 2024,1128
97,988,10.23,2.0,Arturo Harmodio DELISER ESPINOSA,24 APR 1997,PAN,1,"Centro de Atletismo Professor Oswaldo Terra, Sao Bernardo do Campo (BRA)",20 APR 2024,1128
98,988,10.23,-0.1,Ackeem BLAKE,21 JAN 2002,JAM,5,"Suzhou Olympic Sports Centre, Suzhou (CHN)",27 APR 2024,1128
99,988,10.23,0.8,Sam BLASKOWSKI,05 NOV 2002,USA,1h1,"UW-Platteville, Platteville, WI (USA)",03 MAY 2024,1128
0,988,10.23,1.8,Lorenzo BOYD,,USA,1sf1,"Cougar Athletic Stadium, Azusa, CA (USA)",10 MAY 2024,1128
1,988,10.23,0.6,Emanuel ARCHIBALD,09 SEP 1994,GUY,3f2,"National Stadium, Kingston (JAM)",11 MAY 2024,1128
2,988,10.23,0.8,Elliott CUMMINGS,,USA,1,"Ray Conn Sports Complex, Cleveland, TN (USA)",11 MAY 2024,1128
3,988,10.23,0.2,Coby HILTON,08 APR 1998,USA,3h1,"Stadion Eggenberg, Graz (AUT)",12 MAY 2024,1128
4,988,10.23,1.0,Harold ACHI-YAO,15 MAY 1997,FRA,1f1,"Stade des Maradas, Cergy-Pontoise (FRA)",12 MAY 2024,1128
5,988,10.23,0.6,Chris ROYSTER,24 JAN 1992,USA,2f4,"Konstantinos Baglatzis Municipal Stadium, Vari (GRE)",15 MAY 2024,1128
6,988,10.23,0.5,Markus FUCHS,14 NOV 1995,AUT,2,"Sportzentrum Niederösterreich, St. Pölten (AUT)",17 MAY 2024,1128
7,988,10.23,0.0,Gilbert HAINUCA,12 MAR 1994,NAM,,"National Stadium, Gaborone (BOT)",17 MAY 2024,1128
8,988,10.23,0.1,Oliwer WDOWIK,03 JAN 2002,POL,1f1,"Stadion Śląski, Chorzów (POL)",18 MAY 2024,1128
9,988,10.23,0.6,Aaron BROWN,27 MAY 1992,CAN,3,"Drake Stadium, Los Angeles, CA (USA)",18 MAY 2024,1128
10,988,10.23,0.6,Benjamin AZAMATI,14 JAN 1998,GHA,4,"Drake Stadium, Los Angeles, CA (USA)",18 MAY 2024,1128
11,988,10.23,-0.1,Ryo WADA,18 MAY 2000,JPN,3,"National Stadium, Tokyo (JPN)",19 MAY 2024,1128
12,988,10.23,-1.6,Ali Anwar Ali AL BALUSHI,09 FEB 2002,OMA,1f1,"Mestský Stadion Sletište, Kladno (CZE)",22 MAY 2024,1137
13,988,10.23,1.8,Guillem CRESPI,26 DEC 2002,ESP,1f1,"Pistes d'atletisme Gaetà Huguet, Castellón (ESP)",22 MAY 2024,1128
14,988,10.23,-0.4,Nolton SHELVIN,08 FEB 2001,USA,1pr4,"John McDonnell Field, Fayetteville, AR (USA)",22 MAY 2024,1130
15,988,10.23,0.9,Beppe GRILLO,25 JUN 2003,MLT,3,"Atatürk Stadyumu, Izmir (TUR)",25 MAY 2024,1128
16,988,10.23,1.4,Oliwer WDOWIK,03 JAN 2002,POL,4f1,"Stadion Manfort, Leverkusen (GER)",25 MAY 2024,1128
17,988,10.23,0.4,Rohan WATSON,29 APR 2002,JAM,6,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1128
18,988,10.23,1.7,David MORGAN-HARRISON,27 AUG 2001,GBR,5er1,"Lee Valley Athletics Centre, London (GBR)",02 JUN 2024,1128
19,988,10.23,-0.3,Godson Oke OGHENEBRUME,27 MAY 2003,NGR,2sf3,"Hayward Field, Eugene, OR (USA)",05 JUN 2024,1129
20,988,10.23,0.5,Chijindu UJAH,05 MAR 1994,GBR,1h3,"Stadio Olimpico, Roma (ITA)",07 JUN 2024,1128
21,988,10.23,0.0,Arturo Harmodio DELISER ESPINOSA,24 APR 1997,PAN,5,"Gobierno Autónomo Municipal de Cochabamba, Cochabamba (BOL)",08 JUN 2024,1128
22,988,10.23,1.2,Melbin MARCELINO,23 MAY 1997,DOM,2f1,"Pista atletismo Fuente de la Niña, Guadalajara (ESP)",12 JUN 2024,1128
23,988,10.23,0.9,Usheoritse ITSEKIRI,31 JAN 1998,NGR,1h1,"Foote Field, Edmonton (CAN)",13 JUN 2024,1128
24,988,10.23,1.1,Hiroki YANAGITA,25 JUL 2003,JPN,1h3,"Lemon Gas Stadium, Hiratsuka (JPN)",15 JUN 2024,1128
25,988,10.23,2.0,Noelex HOLDER,21 DEC 1999,GUY,2f1,"National Track and Field Centre, Leonora (GUY)",15 JUN 2024,1128
26,988,10.23,-0.2,Arthur CISSÉ,29 DEC 1996,CIV,1f1,"Stade d'Athletisme Pierre Voillequin, Troyes (FRA)",16 JUN 2024,1129
27,988,10.23,2.0,Darren MCQUEEN,,USA,3f2,"The Bahamas National Stadium, Nassau (BAH)",16 JUN 2024,1128
28,988,10.23,-0.1,Arthur CISSÉ,29 DEC 1996,CIV,1h1,"Polideportivo Zorrotza, Bilbao (ESP)",18 JUN 2024,1128
29,988,10.23,-0.2,Simon HANSEN,30 JUN 1998,DEN,3f1,"Estadio Vallehermoso, Madrid (ESP)",21 JUN 2024,1129
30,988,10.23,0.6,Arthur CISSÉ,29 DEC 1996,CIV,2h6,"Centre sportif Bout-du-Monde, Genève (SUI)",22 JUN 2024,1128
31,988,10.23,0.1,Puripol BOONSON,13 JAN 2006,THA,1,"Olympic Training Base, Almaty (KAZ)",22 JUN 2024,1128
32,988,10.23,0.3,Sam BLASKOWSKI,05 NOV 2002,USA,5h1,"Hayward Field, Eugene, OR (USA)",22 JUN 2024,1128
33,988,10.23,-0.1,Kalen WALKER,13 OCT 2001,USA,6h5,"Hayward Field, Eugene, OR (USA)",22 JUN 2024,1128
34,988,10.23,0.4,Konstantin KRYLOV,11 MAR 2004,RUS,1,"Olympic Stadium, Cheboksary (RUS)",22 JUN 2024,1128
35,988,10.23,1.5,David FOSTER,29 AUG 2003,USA,8sf3,"Hayward Field, Eugene, OR (USA)",23 JUN 2024,1128
36,988,10.23,1.3,Reynaldo R. ESPINOSA,01 FEB 2003,CUB,2h3,"Pista atletismo Fuente de la Niña, Guadalajara (ESP)",23 JUN 2024,1128
37,988,10.23,-0.7,Rodrigo DO NASCIMENTO,26 SEP 1994,BRA,4,"Centro de Treinamento Paralímpico Brasileiro, São Paulo (BRA)",27 JUN 2024,1132
38,988,10.23,-1.4,Felipe BARDI,08 OCT 1998,BRA,1sf1,"Centro de Treinamento Paralímpico Brasileiro, São Paulo (BRA)",27 JUN 2024,1136
39,988,10.23,0.9,Micheal CAMPBELL,29 NOV 1996,JAM,4h4,"National Stadium, Kingston (JAM)",27 JUN 2024,1128
40,988,10.23,-0.3,Eliezer ADJIBI,23 SEP 2000,CAN,2,"Complexe Sportif Claude-Robillard, Montréal (CAN)",28 JUN 2024,1129
41,988,10.23,0.9,Brendon RODNEY,09 APR 1992,CAN,3h1,"Complexe Sportif Claude-Robillard, Montréal (CAN)",28 JUN 2024,1128
42,988,10.23,0.4,Travis WILLIAMS,11 MAR 2003,JAM,7sf2,"National Stadium, Kingston (JAM)",28 JUN 2024,1128
43,988,10.23,1.6,Taymir BURNET,01 OCT 1992,NED,1sf2,"FBK Stadium, Hengelo (NED)",28 JUN 2024,1128
44,988,10.23,0.1,Rikuto HIGUCHI,19 AUG 1999,JPN,2h1,"Denka Big Swan Stadium, Niigata (JPN)",29 JUN 2024,1128
45,988,10.23,0.7,Jonathan FARINHA,16 MAY 1996,TTO,2,"Hasely Crawford Stadium, Port-of-Spain (TTO)",29 JUN 2024,1128
46,988,10.23,0.8,Simon VERHERSTRAETEN,14 JAN 1999,BEL,7,"FBK Stadium, Hengelo (NED)",07 JUL 2024,1128
47,988,10.23,0.9,Abdoulaye DRAME,28 JUN 1998,FRA,7f2,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 JUL 2024,1128
48,988,10.23,-0.7,Reece PRESCOD,29 FEB 1996,GBR,6h1,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 JUL 2024,1132
49,988,10.23,1.2,Benjamin AZAMATI,14 JAN 1998,GHA,9,"Percy Beard Track, Gainesville, FL (USA)",19 JUL 2024,1128
50,988,10.23,-0.3,Yohan BLAKE,26 DEC 1989,JAM,8,"Olympic Stadium, London (GBR)",20 JUL 2024,1129
51,988,10.23,1.0,Yannick WOLF,12 MAY 2000,GER,1f2,"Mommsenstadion, Berlin (GER)",26 JUL 2024,1128
52,988,10.23,1.4,Coby HILTON,08 APR 1998,USA,1h2,"Ratinan Stadion, Tampere (FIN)",25 AUG 2024,1128
53,988,10.23,-0.3,Kadrian GOLDSON,08 NOV 1997,JAM,1f1,"Wieslaw Maniak Municipal Athletic Stadium, Szczecin (POL)",28 AUG 2024,1129
54,988,10.23,0.7,Shengjie WANG,31 MAR 2000,CHN,1sf2,"Sports Center, Quzhou (CHN)",15 SEP 2024,1128
55,1056,10.24,0.0,Jamarion STUBBS,05 SEP 2004,USA,1f4,"UCF Soccer and Track Complex, Orlando, FL (USA)",16 MAR 2024,1125
56,1056,10.24,1.4,Kadrian GOLDSON,08 NOV 1997,JAM,1h6,"National Stadium, Kingston (JAM)",16 MAR 2024,1125
57,1056,10.24,1.9,Brandon HICKLIN,02 APR 1999,USA,4f1,"UMiami Cobb Stadium, Coral Gables, FL (USA)",16 MAR 2024,1125
58,1056,10.24,-0.3,Bayanda WALAZA,09 FEB 2006,RSA,1sf1,"Pilditch Stadium, Pretoria (RSA)",21 MAR 2024,1126
59,1056,10.24,1.8,Felipe BARDI,08 OCT 1998,BRA,4f1,"Percy Beard Track, Gainesville, FL (USA)",30 MAR 2024,1125
60,1056,10.24,1.5,Brandon HICKLIN,02 APR 1999,USA,3f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",30 MAR 2024,1125
61,1056,10.24,1.5,Jekovan RHETTA,2003,USA,4f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",30 MAR 2024,1125
62,1056,10.24,-1.2,Souta MIWA,26 SEP 2002,JPN,2h2,"Hamayama Park Athletic Field, Izumo (JPN)",13 APR 2024,1132
63,1056,10.24,0.8,Ibrahim FUSEINI,24 NOV 2002,GHA,2f1,"John Jacobs Track Complex, Norman, OK (USA)",13 APR 2024,1125
64,1056,10.24,-0.4,Javorne DUNKLEY,13 APR 2005,JAM,3f1,"Jamaica College Ashenheim Stadium, Kingston (JAM)",20 APR 2024,1127
65,1056,10.24,1.1,Brendon STEWART,29 JUL 2000,USA,2f2,"National Training Center, Clermont, FL (USA)",20 APR 2024,1125
66,1056,10.24,1.1,Rodrigo DO NASCIMENTO,26 SEP 1994,BRA,3f2,"National Training Center, Clermont, FL (USA)",20 APR 2024,1125
67,1056,10.24,1.4,Rodrigo DO NASCIMENTO,26 SEP 1994,BRA,4h3,"National Training Center, Clermont, FL (USA)",20 APR 2024,1125
68,1056,10.24,1.8,Ali Anwar Ali AL BALUSHI,09 FEB 2002,OMA,4f1,"Dubai Police Club Stadium, Dubai (UAE)",03 MAY 2024,1125
69,1056,10.24,0.4,Raphael NGAGUELE MBERLINA,10 JAN 2001,CMR,1f1,"Complexe Sportif D'olembe, Yaoundé (CMR)",04 MAY 2024,1125
70,1056,10.24,0.5,Ibrahim FUSEINI,24 NOV 2002,GHA,1h2,"University of the Incarnate Word, San Antonio, TX (USA)",10 MAY 2024,1125
71,1056,10.24,0.8,Brice CHABOT,08 MAR 2003,USA,3,"Park West Ath. Complex, San Antonio, TX (USA)",10 MAY 2024,1125
